nro_documento,parentesco,Legajo
295400094,Hija,15146026
894292010,Padre,62481213
696979797,Padre,31977035
387506171,Hija,48953916
200246681,Hijo,95496941
295063331,Padre,66583921
224943532,Padre,23060182
527811385,Padre,12901297
959682339,Conyuge,38959736
457850059,Conyuge,10481286
438251633,Madre,58243778
634560543,Madre,39825139
99522265,Hija,41395035
818513571,Hijo,4232720
286721907,Conyuge,80644453
593812843,Hija,31216830
823692492,Hija,86411278
438251633,Hijo,65975238
708462401,Madre,95468727
328852372,Madre,70754255
880532074,Padre,71465316
874275545,Hijo,12456253
628145803,Madre,86532388
868709123,Hijo,11053361
608510489,Hijo,35534112
968544242,Hija,60776018
455710830,Hijo,12203516
152347667,Hija,9754661
945749156,Padre,70764532
700072206,Hijo,95066079
873312201,Hijo,89212165
357404380,Conyuge,54825824
267238375,Padre,76792557
579441462,Hijo,79818984
812031426,Padre,8327398
100284837,Padre,84732457
632447037,Padre,54873692
990070512,Hijo,46676494
227811628,Hija,61025313
977405046,Conyuge,42841582
141281033,Padre,76015382
210251479,Hijo,73667804
545640346,Madre,22918277
966256653,Padre,36050762
129601406,Madre,2592538
541628098,Hija,42544030
255248045,Hija,37993583
31840117,Madre,10586657
841007171,Hijo,73461769
365138183,Conyuge,18142352
33252821,Conyuge,60415537
767742893,Padre,14164693
646248671,Hijo,66832621
402144200,Hija,35946331
660651208,Padre,96675693
286787334,Hija,86669705
157302168,Hijo,79845843
295945036,Conyuge,19616154
613091293,Padre,89678483
697407982,Madre,50336317
197962326,Hija,76008467
555323480,Conyuge,72107782
759672563,Conyuge,56681524
720636524,Hija,74298185
545444715,Hijo,37407683
960471818,Hija,53116536
137620516,Madre,84163941
564262168,Conyuge,18321553
305492360,Hijo,32798920
712125311,Madre,25273917
663979567,Conyuge,2280012
924614525,Conyuge,1896301
91326597,Hijo,70450002
939288426,Madre,59337067
119809431,Conyuge,5092327
93921974,Padre,16372041
66907955,Conyuge,27406722
355991027,Madre,22108116
447977771,Madre,25693299
592701185,Padre,35128516
605508701,Madre,35409501
81518659,Padre,10753127
957536142,Madre,98163724
258126313,Hija,75202056
383770340,Madre,63020144
16218220,Hija,13450720
709060884,Conyuge,69246424
457317468,Hija,97481524
691866985,Conyuge,49726881
64191908,Conyuge,72330802
634284224,Hijo,13323115
985275855,Conyuge,20903213
532413602,Madre,52913683
868673789,Conyuge,82617059
900214358,Hija,34603337
339073239,Conyuge,86413805
648845672,Padre,23069231
468386003,Conyuge,44722326
408557629,Conyuge,2965744
154372008,Conyuge,35127751
341504276,Hijo,98978746
329235416,Hijo,63122793
63457247,Madre,71119695
970082141,Hija,69342146
595533471,Hijo,96666395
136419099,Madre,74689195
516189267,Padre,75445048
947637331,Madre,43430877
646839109,Madre,91377226
311426617,Padre,34746076
834114579,Hijo,16458975
194188950,Conyuge,36991086
742416309,Conyuge,10220872
987751458,Padre,51158121
400943105,Padre,88848114
644772361,Conyuge,60730000
152804049,Conyuge,89990799
714608210,Hijo,38659754
357865240,Madre,85919642
799940205,Conyuge,77528324
864754527,Conyuge,68792005
134135821,Conyuge,44666231
318293148,Padre,50031699
810530249,Madre,11459919
204672099,Madre,72451614
582729695,Madre,16452168
998910998,Padre,64669665
139769066,Hija,35995163
389488080,Hijo,83805735
601642806,Padre,37240385
336928007,Padre,16810569
292093361,Madre,54250945
396705031,Madre,14124526
937404610,Padre,11226944
244107437,Padre,22383587
733175023,Conyuge,30959435
677421229,Hija,62066096
754512177,Hijo,83325364
40190825,Hijo,38291664
305764826,Madre,13609214
76601137,Madre,55286228
910120729,Hijo,62520380
657849850,Hija,13876686
762343031,Padre,19843619
490691194,Padre,23104518
755154282,Hijo,77395439
188209902,Madre,22991341
344378138,Conyuge,46520852
253868171,Conyuge,22311217
65095868,Hijo,23907651
150151286,Conyuge,51881127
751659440,Hijo,49083325
556957688,Madre,54962063
906572902,Hijo,66328498
713796142,Hija,15255831
431853781,Madre,23274892
495590897,Conyuge,92170937
993395216,Hija,74188659
506658781,Hijo,59870557
202089874,Conyuge,7699692
433130255,Conyuge,94989470
726094611,Madre,26424419
650147419,Padre,86384299
453709053,Hija,19164023
797137761,Madre,42015461
970530826,Hijo,24362024
121967769,Hija,68060521
299172653,Madre,11278521
376837675,Hijo,42813327
525395786,Hija,55810204
829717292,Hija,7703418
818781862,Hijo,43363092
98176344,Hija,18927968
700661561,Madre,41395995
838751633,Padre,79775864
94847069,Madre,27818784
235649804,Madre,52167044
358324387,Hijo,11378930
905655716,Madre,32577522
861615093,Madre,11772444
353916067,Conyuge,7982952
203967414,Padre,4586158
362391539,Padre,82631251
46025337,Conyuge,65146531
549601885,Conyuge,590817
694919492,Padre,74302156
346064734,Hija,33790927
790821398,Hija,16982540
516757045,Conyuge,25136312
965621684,Hija,43092486
856122755,Hijo,71936350
545226736,Hija,51471384
704373874,Conyuge,43307301
471910091,Hija,54407852
455679982,Hija,61780754
404734476,Madre,50572044
220152913,Conyuge,77693984
960310578,Padre,36534489
545415838,Madre,2909328
989447474,Hija,74600815
239537264,Conyuge,56795042
497638211,Hijo,11115741
424124162,Madre,22321914
483326733,Hija,10882120
540767291,Hijo,96419012
760053410,Padre,2205404
887715189,Madre,3262411
772566338,Madre,79792905
341482221,Madre,20456414
447938551,Madre,32197762
769998554,Hijo,61729589
686032885,Madre,14184676
356357656,Madre,98563378
347781284,Conyuge,38466228
566188035,Hijo,49628412
658498818,Padre,79424512
947059848,Padre,12296749
750488151,Conyuge,39146992
787364107,Hijo,74902808
409057689,Hija,68705620
244986257,Madre,33512186
318281732,Madre,85702169
343210202,Madre,27813959
546124841,Hija,96521269
308226687,Hijo,33875375
56091611,Padre,43811446
904104687,Madre,39239726
821970098,Hija,18722272
493989198,Madre,23775324
483597992,Padre,60959453
237419594,Madre,14522962
962325119,Hija,53239460
479739975,Madre,18075431
662017820,Madre,75720190
464935531,Padre,98916184
275391940,Padre,51545022
411591931,Hija,51423208
125090040,Hijo,49364705
988351280,Conyuge,3988768
725488581,Madre,71029065
565099381,Padre,69520597
790558348,Padre,98969220
801296497,Conyuge,65178017
786064951,Hija,55079910
895656535,Padre,18040905
684714841,Hija,45028763
269602408,Conyuge,90734061
23801267,Madre,20557936
44170186,Hijo,5719434
960503897,Conyuge,10188180
155908144,Hija,14796922
726778526,Hija,98936524
664231635,Conyuge,79179042
899377161,Hija,13368156
332004071,Hija,49566860
922214093,Hija,48101441
718595458,Hija,19362964
641869068,Hijo,78536890
848655907,Conyuge,64888750
191096324,Hijo,33316450
616682850,Hijo,50865749
888144263,Padre,49769914
906572902,Padre,63464244
920684094,Hija,32749768
448773357,Hijo,68204000
455679152,Conyuge,83515138
960503897,Hijo,87724087
360816612,Hijo,51664106
407835688,Madre,17326803
516158635,Hijo,70259352
490477340,Conyuge,19935474
810488085,Madre,63352581
137342060,Madre,10582704
753534353,Hija,59039996
96663955,Madre,35707707
33651569,Madre,46790534
67459948,Conyuge,64992831
282519098,Hija,55254506
21496808,Hijo,12342182
472455094,Madre,25099432
833775317,Hijo,90972898
50393563,Hijo,16509389
799250765,Conyuge,16123842
338111381,Padre,71495590
987295244,Hijo,17226072
15144711,Hija,76697128
134175091,Padre,68507536
411755487,Padre,72197193
544916410,Hija,49747319
386554094,Padre,65808473
253857692,Hija,45251018
545985618,Conyuge,44212289
966124117,Conyuge,67233411
627367721,Padre,94705231
352047054,Padre,96781394
750619433,Hija,99425846
279550503,Padre,40260520
640184009,Madre,12343588
132551178,Madre,34476536
785015592,Conyuge,23427714
498100942,Conyuge,92567386
438412852,Padre,79212177
197971044,Padre,66933135
811989567,Madre,33974541
96914786,Hijo,55005425
171110338,Padre,81364515
555560897,Padre,59482013
55714594,Hijo,85019255
122861525,Madre,35537512
171571546,Padre,17294923
921751775,Hijo,66250962
105649054,Conyuge,43370328
271514937,Padre,62569231
709815375,Padre,69627693
364005036,Madre,74581977
278365442,Padre,46486469
228926145,Hijo,67638655
883614110,Madre,84079047
257304375,Conyuge,67962833
265837156,Conyuge,31286390
213935502,Madre,9317973
139330330,Hija,84647013
813293919,Conyuge,63245759
588375824,Madre,28785546
961199814,Madre,43145693
794761628,Padre,68486578
987097141,Hija,2739188
54279440,Hijo,71827158
376994060,Hija,29215427
764473140,Hijo,40730950
266460689,Hija,24411480
57923088,Hija,16195748
398572710,Conyuge,28420565
446732805,Padre,3980628
600629892,Madre,62839466
493929521,Conyuge,7228354
653747577,Hijo,49514186
799313604,Conyuge,64289101
266832811,Conyuge,25814130
877755463,Hijo,25630225
557723341,Hija,23947169
205617854,Madre,97291467
619390471,Hijo,90959322
992985791,Hija,45606683
601310971,Conyuge,43915274
850616578,Madre,58708869
921461943,Madre,59624493
362403432,Padre,30590724
974111135,Hijo,38271861
681361717,Padre,97554849
298732036,Madre,3896334
24384735,Hijo,69687655
541610146,Hijo,86262043
922885388,Hija,95214304
191190518,Hijo,3539079
718309540,Hijo,52907702
823259650,Padre,7792699
944587720,Padre,3057138
975853373,Madre,18129791
23289878,Hijo,3245997
359612155,Padre,93535310
520786908,Madre,69028861
348920640,Conyuge,17996449
14185042,Padre,5212146
209128525,Padre,90931978
807967036,Hija,15809202
265514940,Conyuge,30437153
157098907,Hija,56984360
316006089,Hija,15164716
242908322,Padre,55455044
545474025,Hija,51977184
220379749,Conyuge,80242391
583804800,Hijo,77582307
857921356,Hija,12722500
879065466,Hija,90533529
63142998,Madre,19025960
137342060,Hijo,27802508
167449463,Madre,43738863
858565386,Padre,8115428
168967340,Padre,41907560
344270501,Hijo,34309549
401997695,Hija,65621096
971490113,Hija,13328529
715737212,Hija,38426956
724254894,Madre,25166049
937778268,Madre,21146092
769895808,Hijo,6431535
993374135,Padre,10733918
874768944,Hija,46585640
750880127,Hijo,45773303
422640462,Madre,79390805
874261557,Padre,59981080
854876861,Hija,6123691
589304549,Hija,41778055
466752660,Conyuge,14432404
148318401,Hijo,4930357
480286543,Conyuge,17444501
418393829,Conyuge,34437726
722314415,Hija,71314459
526485054,Madre,85747061
546512735,Madre,20029991
550591134,Hijo,81467338
550517210,Padre,88117052
534576205,Hija,79942636
907444460,Hijo,32158874
256223056,Madre,10540185
530414038,Conyuge,56793846
786117843,Padre,45254844
913145640,Hijo,22734076
237147444,Conyuge,90336427
627415049,Padre,59065842
743499934,Padre,38668942
568977483,Hijo,60665817
744402939,Hija,33794828
681665185,Madre,1840522
259052319,Padre,42029539
42909775,Conyuge,94073853
409657196,Hijo,49897786
210570403,Hija,32442033
709723573,Madre,9661654
342328660,Hijo,82843034
947741573,Conyuge,44738547
215352267,Padre,74886429
796244012,Conyuge,71730831
452245043,Madre,20887820
957189509,Hijo,45998297
565325253,Madre,72474287
211125121,Padre,1761807
939776163,Hijo,20602304
251831573,Conyuge,12511202
311089256,Conyuge,22931056
480408001,Hijo,70382535
163881403,Padre,13850226
934223320,Madre,49669767
630901854,Conyuge,64093170
621634542,Conyuge,77066870
663598225,Padre,70947375
869411357,Conyuge,37526469
622402894,Hija,77604699
676596455,Hijo,33394204
148063779,Conyuge,23663236
833950866,Madre,95496941
453267157,Conyuge,2892290
361188479,Padre,13156736
83485050,Hijo,49886969
86134788,Hija,84694670
940141042,Madre,34813204
627893867,Hija,38780373
820665208,Hijo,9676971
734575805,Conyuge,34190342
756810931,Madre,31794951
460685964,Padre,21616641
209451973,Madre,52312460
697933146,Hijo,29135499
152792119,Conyuge,46231960
432984858,Hijo,3278627
630781543,Madre,45628970
211428165,Conyuge,53451365
435203498,Hijo,73108750
781813001,Padre,6332686
214805148,Hija,38926453
957557794,Madre,54813139
971015099,Hijo,12967865
483430102,Madre,48742926
481361056,Hijo,50692613
453475551,Hijo,67611323
102110605,Hijo,49009659
104707015,Conyuge,88990657
953071187,Conyuge,92750928
393907455,Madre,31735517
983278236,Hijo,17438043
517258503,Madre,59005615
961418611,Hija,43344341
930711556,Hijo,35809571
764473140,Padre,66472173
440328686,Hijo,35161328
142619866,Madre,52889073
111162454,Hija,26237744
714864954,Hija,26807376
117459459,Conyuge,55642918
224890649,Hijo,65973342
77484171,Conyuge,45825646
55678125,Madre,61138790
417792057,Hija,5323718
256640692,Padre,97724381
547524241,Conyuge,2727831
735390660,Hija,76170572
385488492,Hijo,49871527
593092813,Conyuge,93264769
247170857,Hijo,62111729
161433235,Padre,27016697
966780866,Conyuge,96414443
89600694,Padre,15854567
992795548,Hija,15809200
94509188,Madre,80629474
109307967,Padre,17214617
139258328,Madre,93897913
162087095,Conyuge,32789697
733940288,Hija,12799728
107679502,Hija,41791597
53081114,Hija,78004526
285528959,Madre,45155655
50652331,Conyuge,18394128
371510415,Hijo,30000796
402635108,Padre,43133392
592936968,Madre,98015380
330384703,Hijo,25492718
890290551,Madre,43030703
869425210,Padre,49584914
410788199,Conyuge,89649806
778486869,Hija,15941918
639382792,Hijo,71569572
410633869,Hijo,54852692
390234343,Conyuge,29314656
266832811,Madre,51867356
811062836,Hija,96474732
278448412,Hijo,21170568
17757352,Madre,18963993
472714414,Padre,16765059
77685881,Hija,50655854
961418611,Conyuge,4020617
155279125,Padre,58862237
291466023,Hijo,23961654
478319484,Madre,77259982
271456392,Hija,45867057
15195918,Hija,17888131
248530749,Madre,49044424
34027181,Hija,22285772
416043401,Padre,4057545
804106319,Hija,65602848
17595175,Madre,52995142
539091716,Padre,70517481
609492488,Madre,33875375
262676056,Madre,25327802
496431586,Hijo,33150954
802967097,Hijo,96736114
677418903,Padre,62192453
742050156,Madre,70641504
975257489,Madre,46210813
287823953,Conyuge,2356086
646725797,Padre,45040463
290618082,Hijo,71784468
220872652,Padre,23625971
947311688,Hijo,93696029
362907119,Padre,23047615
435362791,Hijo,49666293
472714414,Hijo,59993519
153556221,Hija,43282325
809632974,Madre,79223392
899925978,Madre,67098052
689614037,Hijo,67202990
397508271,Hija,74858706
793192132,Hija,58125568
792664438,Hija,1280888
956012369,Madre,79928979
416663278,Hija,48616218
319317400,Madre,25203900
600730125,Hijo,75048750
176359726,Hijo,99531364
430618897,Padre,13193806
216264914,Madre,73612002
320409967,Conyuge,87931836
944111157,Hijo,20151198
487504864,Hijo,11125529
39106592,Hija,93153030
762688522,Padre,82231256
999521042,Hija,4968931
515900825,Conyuge,52062226
250628632,Conyuge,64568449
617572410,Conyuge,50794167
17476129,Hija,77102728
161487092,Padre,45180832
660467975,Hija,8568126
351457810,Madre,77395384
340551798,Hijo,210465
883190393,Hija,27690793
833687568,Padre,26820813
882444000,Hija,15267540
563785689,Conyuge,38273669
769895808,Conyuge,67036496
886974598,Hija,53394316
628486922,Hijo,15230104
965751712,Conyuge,60240152
910408382,Conyuge,87727091
903716887,Hija,17230814
601755410,Madre,7134007
922011722,Hijo,51120132
491737081,Padre,20175504
343537073,Madre,30214372
840597301,Conyuge,19753268
464827374,Padre,55070735
861610393,Conyuge,6646833
88121577,Madre,45955457
979003607,Madre,97987295
429184732,Padre,41213675
188068551,Hijo,7257249
156046416,Padre,76590241
214066171,Padre,80730192
812878834,Hija,94204361
384451639,Hija,19712048
506183108,Padre,92420047
392643850,Hijo,56515500
718900375,Madre,83175147
176666735,Madre,79246468
311731224,Conyuge,17633396
267293364,Hija,60386961
699723471,Hija,50523563
185913990,Conyuge,76051016
734843479,Hija,45422958
783902679,Conyuge,19648884
597711430,Conyuge,59673358
617420296,Hija,55924326
91573910,Hijo,76222810
16805169,Padre,70006201
331687895,Conyuge,23440741
454991914,Conyuge,50236001
18465165,Padre,37390194
775316976,Hija,37877065
168175704,Hija,30372277
812703050,Hijo,70391919
588744248,Conyuge,80153504
387665410,Hija,9599872
117943114,Hijo,23200772
856605889,Padre,2466865
253902175,Hija,51316256
971552566,Madre,47413570
456331728,Conyuge,94721467
559161502,Conyuge,3685686
289653032,Hijo,94780216
602751960,Hijo,49029268
305580683,Madre,83727256
916301811,Hija,28247382
228167192,Padre,63781983
420477265,Conyuge,60361239
421597821,Padre,44404693
911425979,Hija,80403459
795309432,Hijo,31714548
643323821,Madre,97218655
816937624,Hija,58571639
347452842,Conyuge,13501694
376234115,Hija,85819922
891557132,Hijo,99241713
649938899,Conyuge,29013908
527635502,Madre,64319554
367328272,Hija,7156565
119397163,Conyuge,15753363
788678229,Conyuge,95871295
223389569,Padre,4982796
528624881,Conyuge,96541567
999038743,Hijo,10142354
650147419,Hijo,35737970
386495322,Hija,90110761
125090040,Padre,26914427
983214886,Hijo,13708167
189728461,Padre,4581871
924715698,Padre,87980934
500583509,Hijo,58818358
918828163,Hijo,21757318
236248428,Padre,68239959
915584626,Conyuge,41682930
849291968,Hija,1730823
140235055,Hijo,93785788
609039196,Hija,31374188
197741435,Hija,1042720
342665589,Hijo,29833
794489991,Hijo,90133015
687095108,Hijo,79601609
496431586,Conyuge,20775938
190520826,Hijo,88003809
729298632,Hijo,37300635
962929274,Padre,2668860
410549108,Hija,31650330
948849755,Padre,73715771
215451758,Hija,85629699
726778526,Conyuge,33977114
383636995,Hijo,93771004
996639703,Madre,8798182
84238851,Madre,56584477
438498016,Hijo,70399884
51422922,Padre,91415846
163881403,Padre,49521599
146572561,Padre,9433337
499773155,Conyuge,31633308
408405400,Hija,56748447
519968157,Conyuge,9934607
573955856,Padre,70681268
660312892,Padre,26103509
17481342,Conyuge,97842812
786542808,Madre,72214790
679601622,Madre,45769818
387764185,Madre,57022356
537421654,Padre,6595134
189740255,Hijo,83732605
395010862,Madre,40373625
433436344,Conyuge,86697362
707842161,Conyuge,88394560
973491026,Conyuge,61847888
66605782,Hijo,88118011
389162992,Padre,63635057
171193895,Hija,42830806
870342393,Conyuge,33875643
715205930,Hijo,53282892
806653632,Madre,96420380
736995251,Hijo,10085841
95690371,Padre,92767388
984457689,Hija,95771574
618894534,Padre,68636253
686032885,Conyuge,52978311
448741300,Hijo,80893536
325008616,Madre,80850769
498154381,Conyuge,23392909
442635334,Padre,94859163
818830584,Conyuge,50686694
328845644,Padre,38300139
946065721,Madre,55648196
78126828,Hijo,476088
351219353,Madre,29069502
97895107,Conyuge,11526677
386784038,Padre,18333393
870128612,Padre,92392537
129601406,Hija,92288202
963093117,Hija,4158511
924272850,Hijo,63526030
295615771,Conyuge,78901231
516757045,Hijo,95040205
373409304,Madre,62973705
500514204,Madre,12897322
482199900,Padre,5934092
39412589,Madre,19837070
520856448,Madre,64964669
266461383,Hijo,4502182
10386358,Hijo,67806619
366003295,Conyuge,29997834
793673720,Hija,55558979
759478365,Hijo,72838768
485306535,Madre,81202734
808807589,Padre,10255141
912764007,Madre,99168203
22597449,Madre,47581126
255463968,Hijo,86629695
196666934,Padre,82938468
106990602,Padre,79420205
962556877,Hijo,18134184
158074272,Conyuge,88309750
868165565,Conyuge,15806640
749222953,Hijo,14087622
363227084,Hijo,57670899
912624755,Madre,18678263
362912123,Conyuge,3131456
427869061,Conyuge,30163282
871442645,Hija,57956345
154366017,Padre,25813509
61530478,Padre,25021661
391760733,Hija,64773064
302545419,Hijo,40902705
559232318,Conyuge,30607650
209458993,Padre,82520724
105296605,Hijo,41716057
182425479,Madre,7749179
512303557,Hija,40079834
360205586,Hija,86043677
151997407,Madre,95214304
529168798,Hija,80826109
984499330,Hija,85094264
548216716,Hijo,25875966
825776522,Hija,71295582
808481614,Madre,55801743
289345884,Conyuge,59686057
832513117,Conyuge,91398650
491951779,Padre,75889106
846061043,Hija,43638358
291478257,Conyuge,26689561
507855627,Madre,95818053
573695686,Madre,34509039
580672232,Madre,1287816
35636210,Hija,66129338
420854762,Madre,95410649
634005900,Conyuge,97541956
59983376,Padre,20694715
898956679,Padre,18690234
676630973,Conyuge,82569976
794489991,Conyuge,21788742
796025548,Padre,11291163
460465968,Hijo,17437995
883168038,Hija,61469021
798291270,Hija,38009731
236635299,Conyuge,1297505
832018768,Padre,99409373
608968084,Hijo,29845645
504016049,Madre,55168289
196207388,Madre,9634956
500758483,Conyuge,35656398
658189305,Conyuge,19096090
706394753,Hija,36770446
452800150,Padre,11619952
61260378,Padre,12975936
512963650,Hija,60595083
90852218,Hijo,67858641
919585532,Padre,55672791
339632418,Padre,78627903
714986438,Madre,94916805
809834800,Conyuge,77855581
818246539,Padre,90830043
983214886,Madre,65861550
834420600,Madre,27293402
602749970,Hija,4594290
67918639,Hijo,97630581
865928372,Conyuge,59244974
845382641,Hijo,62373949
242309376,Hijo,47453490
782057992,Padre,65142873
21202135,Hijo,9964926
163130646,Hija,97654320
932900041,Hija,94196338
530418203,Madre,19195983
790655993,Hija,34537342
312641903,Madre,44711053
188093149,Conyuge,17359526
659839497,Hija,22898290
168153844,Hijo,22603537
32449419,Padre,88950032
279050238,Hijo,39338584
728534052,Hijo,82293945
502579186,Hija,90050669
381402253,Conyuge,60799771
180519282,Hija,45497498
149099035,Padre,34930676
58754265,Madre,72896199
250032753,Hija,13253178
138931548,Hijo,97358200
462668945,Hija,6936376
125102812,Conyuge,64307795
141073887,Hijo,26723127
402539443,Padre,13395769
677983258,Conyuge,76311081
365227942,Madre,3014905
723222947,Hijo,93333805
711181372,Hija,85715308
832871313,Padre,1342756
846740854,Hija,7700871
303377480,Hijo,24139173
947775640,Hijo,15715313
993398393,Hija,2592538
489707131,Conyuge,40283764
152148300,Conyuge,55979082
929202574,Conyuge,33172016
882920006,Hija,91199592
838917396,Hija,71253484
353554194,Hijo,34195797
749314607,Hijo,65352252
440495723,Hijo,33953930
309190978,Hija,68730803
880097549,Madre,9296233
556247497,Hijo,71548466
504715547,Conyuge,99737357
454415646,Madre,4606736
821456042,Conyuge,81953251
347452842,Conyuge,14147007
574451574,Hija,1816920
311588926,Conyuge,74193909
306378011,Hija,50949641
817092247,Hijo,56995590
247236518,Padre,1426476
988351280,Madre,7361126
289147589,Hija,87410402
796921556,Padre,83298634
163974569,Hijo,79847264
148038466,Padre,12282807
66605782,Padre,25779486
240813780,Conyuge,3858598
658189305,Hija,32769837
78209610,Madre,75739700
603866383,Conyuge,24134200
478356904,Hijo,58046479
347599620,Hijo,77045003
286469929,Hija,50608994
95461919,Conyuge,19328435
999145530,Conyuge,94204361
736554490,Hijo,38144230
183760996,Hijo,75146696
370007416,Hijo,748536
777756647,Padre,21170620
519477634,Hija,73063161
448842806,Hijo,40518961
607051815,Padre,33480845
448857531,Hija,43693232
488826928,Hijo,5121003
16036692,Padre,27973517
771721299,Padre,56369626
614570556,Conyuge,48183046
528439881,Hija,93583355
290596112,Padre,86434560
90369093,Hijo,98106391
477654079,Hijo,57971317
885148117,Padre,49971988
229440948,Hija,35883886
811227111,Padre,13210136
553141997,Hijo,62037746
312305132,Hija,30641555
762374631,Hijo,33443273
541949929,Madre,57352382
653710316,Hija,43000292
566661300,Hija,45606581
478819141,Hija,18184114
713598209,Conyuge,50137975
319777867,Hija,94386424
924040380,Conyuge,85974743
203218571,Hijo,65132425
327798939,Madre,24959986
213988060,Madre,55082482
316892172,Conyuge,11750317
886936216,Hija,95559513
57132407,Hija,67719446
459530431,Conyuge,84741937
482544359,Hija,52185802
596462586,Hijo,47272906
872771418,Madre,42404676
81154680,Hija,21595383
606572328,Hija,58716521
649868171,Madre,4608216
875744669,Conyuge,58420015
643090811,Conyuge,76833600
681433686,Hija,34394552
81235004,Madre,911548
144061231,Hijo,54765091
47665639,Padre,95818457
353169849,Hija,58181794
447036226,Conyuge,6683460
929583014,Hija,41808944
30153476,Padre,74009106
32656859,Madre,87084735
143400431,Hija,83503105
145237956,Conyuge,340754
229531276,Padre,89260808
951889206,Padre,51958388
645418816,Madre,94020909
558018413,Hija,19650205
353164178,Hija,50284883
571370560,Madre,72960973
878442976,Hija,88231774
416263272,Hija,36293017
781442286,Conyuge,6087407
100782746,Hija,41022021
221645636,Conyuge,22258749
214125300,Padre,68075145
949943466,Padre,79085336
614658846,Madre,47664317
400331813,Madre,85583567
255600454,Conyuge,88230755
448778400,Hija,47850818
377884349,Padre,22372024
989974950,Hijo,90918253
528557346,Conyuge,6004979
382247102,Padre,13128172
700304250,Hijo,47596679
392535609,Padre,49109354
573566728,Madre,89845607
918180551,Hija,89355711
460685964,Padre,64154143
836572591,Conyuge,93411022
283017887,Conyuge,22577329
210948367,Padre,96221687
978370108,Hija,89801189
44320272,Conyuge,84176452
633435697,Hijo,67387386
588585350,Padre,37083461
543947182,Hijo,85703918
180063592,Hijo,55207874
583209485,Padre,56552739
971490113,Padre,31773988
953019363,Hija,7614608
215158815,Hija,97539418
30760730,Padre,264073
124276047,Padre,97717051
626111302,Madre,61137833
100699285,Hija,13335755
546700534,Hija,26616706
533275122,Hija,78358876
840567975,Padre,40138429
325955724,Madre,65455129
862474311,Madre,63704010
575863090,Hijo,14787261
765000816,Conyuge,46406145
94515160,Padre,63573854
376837675,Hijo,62090550
174395417,Hijo,83210756
270072625,Padre,20835362
101772332,Madre,75873568
292862745,Hijo,11086744
352554269,Conyuge,18394128
890196188,Hijo,75247673
386900809,Madre,39925533
797737683,Hijo,47124306
219960866,Hija,77117352
369358106,Padre,41319800
969992624,Hija,38182432
330020426,Hija,63323084
990765545,Hija,91747144
546649997,Hijo,92737396
260942827,Madre,34662528
785015592,Hijo,51125374
313579192,Hijo,76530316
188310871,Madre,15901433
418393829,Madre,96860422
906265037,Madre,32827926
134387301,Padre,83112460
562366697,Hija,12836357
801288134,Hijo,71821951
509179919,Madre,4585047
798916973,Hijo,85453242
879049221,Hija,28157101
755923378,Hija,77492751
450617803,Hijo,36910390
812735505,Conyuge,15711578
528902398,Hija,22291949
557763199,Hijo,32659969
243583523,Hijo,35959919
917863522,Hijo,95558845
467279498,Padre,72247190
676625385,Hija,28361991
514508056,Padre,43686095
108118388,Padre,82946102
45483047,Hija,41638554
86259778,Conyuge,18189634
334152957,Hijo,2294590
79223510,Conyuge,84190157
356882273,Padre,27470079
942932686,Madre,34214549
429693501,Conyuge,79018669
857268218,Hija,23621729
116208335,Hijo,4384576
939593664,Hijo,36174199
229848975,Conyuge,71946863
473889891,Hija,24497595
658785503,Madre,9468267
282693346,Madre,45089867
857032221,Padre,5253618
579840901,Madre,51457799
304333293,Padre,83888862
227926825,Hijo,8113572
722962995,Conyuge,42219480
32938204,Padre,8118613
714414327,Padre,38150388
173867765,Hijo,35855194
395236985,Hija,20442204
108863118,Hijo,49007202
302102694,Padre,4708710
27866527,Conyuge,74755697
132456480,Padre,14116497
495910457,Padre,63439398
873399327,Madre,57282272
643600660,Conyuge,75653423
681918879,Madre,48386544
373211240,Hija,77729284
118894529,Hijo,64842637
506620422,Hijo,44929706
71843371,Hijo,33612793
418639674,Padre,37910820
92698818,Madre,80133977
752179371,Madre,61292169
121101324,Hija,88186874
875940812,Hijo,72265263
968786199,Conyuge,42162144
943107619,Hija,74053687
323167919,Hijo,92888068
85901109,Madre,3350072
272853103,Hija,88435472
824031818,Madre,26386519
102343956,Padre,2321042
428225468,Hija,62536329
435732396,Madre,81093008
661576742,Padre,73142772
951670103,Hijo,22291128
103651058,Hijo,3085675
185084418,Madre,71996426
102087226,Hijo,95137269
573803928,Hija,42990288
669753594,Padre,55439859
588228437,Hijo,42903050
56253686,Madre,39511225
356960342,Padre,35085878
148119482,Conyuge,31921525
290618082,Hijo,63569202
883975048,Hija,41504451
339442766,Hija,67513951
621435830,Conyuge,10157797
188155336,Hija,19091368
153145784,Padre,61819852
624189379,Conyuge,82815495
689762570,Hijo,90680526
514565556,Padre,44923873
290163744,Hijo,68315775
912694836,Madre,94876920
836753740,Hijo,5455902
33185299,Hijo,17650778
105445180,Padre,99177538
573754387,Conyuge,24424535
248530749,Conyuge,65192840
878018551,Conyuge,96934449
224367977,Madre,30548446
823556880,Conyuge,49766049
588973044,Hijo,10354671
120073670,Hija,87091947
606359824,Hijo,8700533
666136975,Conyuge,45744039
585057093,Hija,13534193
557785260,Conyuge,99886504
25026932,Conyuge,35566865
67518373,Conyuge,59794066
913229959,Conyuge,67978279
