nro_seguro,nro_documento,porcentaje
8365273,566359243,88
5445218,879049221,67
7493090,57866007,85
4767943,892881608,17
2245836,252224002,39
9588185,601768617,14
1449081,270040252,88
2373177,85695463,48
974284,397850642,35
9889505,602570050,98
1668705,419481881,44
2635832,951618883,48
8258851,13351403,19
9626667,421846419,15
5627210,708115537,100
3711312,546785206,69
4123360,597103127,4
1406549,294730637,49
4876776,882064626,1
7183893,886440683,59
6961183,419435588,54
5423946,801393991,35
7653202,626786641,89
3099792,840521641,13
2511355,669555911,50
5783331,200621762,1
1486605,719164820,64
4803906,797497116,2
8869360,310295779,94
9250031,573901914,71
1687412,746084206,77
2207556,758812564,93
6720602,309559956,7
5115607,850028286,19
5384797,92127205,66
2112083,258773685,10
2920562,420872249,39
2392694,601963082,10
1481890,528902398,85
9877427,286137599,54
4947673,718900375,6
2291567,844112946,42
72517,174558371,80
8036460,542661523,42
9966665,101114194,77
5718146,881901905,49
2320884,810451590,59
5989508,185635743,90
2844826,999145530,1
9640900,164225428,70
4794460,608510489,17
5711469,499481967,19
5985255,753534353,14
3327623,401317457,27
3536354,628044055,33
9503046,617776611,93
607215,694382851,94
7057387,78936379,65
9987163,686142867,89
7740778,88742499,2
5389197,285901587,52
868359,98673006,58
323884,875908073,71
6162284,140189419,85
6606062,732604709,61
5235455,793673720,63
7935706,188777335,74
9019976,841007171,11
4906716,642605220,26
6935024,621393060,9
4219455,986803490,67
3989039,479190462,42
6106520,549934129,64
6067472,797091566,10
7412330,615910425,37
2060512,409657196,8
2315593,598985666,76
2475651,966256653,17
2466786,488527132,52
4365125,208176927,44
4743762,906572902,38
8551911,542427187,6
2344114,313330161,89
7448111,117459459,14
6012838,795009113,96
3320805,888490773,46
2266624,314298207,38
8290021,271966808,99
3097381,366213163,38
6514496,287813397,73
1750822,233343696,50
5099084,946489693,41
5957823,586088522,48
689599,301509890,36
8853364,353794850,98
8599637,810488085,91
4292574,515231999,87
8090429,303891792,10
2111944,197741435,79
9574562,197635093,59
9191816,36920949,39
5595457,186037958,68
6096930,848286185,92
4571178,677524356,28
352665,402166743,89
4019533,721657521,50
5930824,849729867,16
953864,595920289,48
468017,500102583,99
1430885,849338527,62
2244537,204486430,77
7079008,423784808,41
5184353,988610729,27
7102041,23887899,87
8906590,177031096,2
3428657,909553499,29
5899597,641251144,34
7872174,750975998,95
6495420,203686195,24
5377657,644962840,45
2733414,245983751,37
9464433,631309356,71
4233699,441245156,95
6937872,531647167,100
1796096,606287659,87
9681905,370821445,19
4115984,537985715,19
1667584,728645292,7
5553946,729303185,98
4889624,621236032,61
5440759,703713372,58
3575353,530321007,69
7071870,210150811,63
8478921,512166175,15
2220850,427582180,13
3926670,141318693,78
2273519,863051845,91
8367934,410788199,69
650705,52963908,93
9941619,659710833,12
7485601,140740045,24
8672180,475713829,3
6838541,78126828,51
4862914,969281319,90
8032765,757967472,94
5202233,844716875,14
2633896,305472552,44
7722449,555323480,89
2926558,521506257,64
1703920,436050064,85
6612219,600777388,52
9720151,535127046,83
9202573,592788687,49
7957080,785584374,16
674767,249867515,81
3157046,476529649,67
4887281,762874867,71
7123473,20159770,29
6015120,802835293,77
7766874,360095256,35
6518278,108429393,34
2741240,748533789,29
747775,37351552,36
1106189,856956973,89
7576719,77891979,76
4911005,671603645,88
4540403,734813493,90
5446455,810189547,8
2296648,198330621,27
227611,99406197,50
9938676,300865260,62
620962,611308756,21
3158824,739097305,85
7089645,680609176,31
4128177,608968084,99
937615,516794107,48
665189,167937318,22
9524882,847086180,58
6450962,231851329,89
2531870,211399524,57
6827295,670054324,14
4428070,16530632,75
3099865,252871640,96
2891265,331326087,63
9514944,380464299,41
7390081,853452333,93
8871766,335625810,33
330665,878889217,86
9240528,553808403,38
7294313,991470962,40
8376570,741171222,35
4723728,73988313,91
5186685,71676275,74
21510,142554497,20
434082,749314607,29
5602016,269752746,72
7581255,479020027,42
5028157,22868511,55
5687980,864461250,21
3073690,286959853,52
4406561,631534564,38
4743014,551743728,69
7053531,510742408,29
8838299,602808735,10
3254084,497072588,80
1469683,514095756,77
5814109,593526357,8
7804807,816088124,17
2563335,568722137,77
2373177,108118388,85
6023671,731768443,33
8184216,281390932,44
9236715,696979797,15
2758470,87017058,66
7616102,565167368,99
6074565,190920886,3
3583043,37912207,33
5518647,257328143,8
1294773,69743927,49
3414356,26790090,57
6264469,50898699,66
1423136,961605711,36
6106437,706457463,64
7107755,720037612,53
4236543,115594486,63
5983227,695153192,21
1622849,993921880,82
2366494,832348018,39
7268057,909799777,99
6684649,261616766,44
2539292,879326209,93
8523395,204871973,66
6336262,907224133,63
1165009,823039187,55
5683767,884957381,57
8734304,903845798,86
7899975,326215414,93
3401365,853200619,75
3517559,494184737,56
6120179,795565809,32
9398372,392089343,81
7321174,957196346,81
1365296,435732396,55
5153063,204923514,95
6451829,454278905,58
5502817,25934693,63
5564633,883159088,72
4061597,897949586,7
4582272,97413842,15
3444438,897005536,94
2999355,152804049,21
2504863,518405204,59
1557950,911432525,38
644441,151997407,54
7621200,426144396,79
3534459,823132144,87
705116,703350367,44
8836438,933923557,99
752053,276972593,46
1003255,953576471,70
6061390,612343351,61
2401485,741265002,39
1897076,737032402,98
1807694,133586290,22
8029718,476049412,27
5376866,192981547,79
6549764,327586832,39
8460712,270410224,79
6711714,914835522,87
7800275,571456212,45
1502091,397639068,13
4080679,810024438,60
7891073,285656565,89
5866412,536944000,19
9196268,541287805,63
5844966,690802384,73
9985150,49388758,72
7972636,495118255,68
4982778,242908322,18
865154,39499869,17
1878484,396046350,80
7982919,883190393,90
5958936,72964829,7
7440865,12404259,28
1513095,677418903,46
3577141,400331813,31
5426252,231032263,100
8375289,800263725,14
3750647,933174798,82
1733243,243583523,33
9055071,942932686,98
4898439,389162992,1
2060557,960393783,63
7518540,48885966,30
9676543,201456957,6
4156574,68844943,13
1429788,119809431,74
9388439,564986386,75
8042220,214066171,28
5277264,467828949,18
7321936,585849425,22
3850148,772804912,86
8843451,54007321,53
3488733,903930911,23
4028595,293400640,47
3796909,700276358,4
9898902,953807731,20
8947639,412651742,31
9293008,182570603,53
9931322,388776428,26
2608785,94632717,81
602145,301294161,4
7096144,984122104,20
8013299,440289847,57
7668236,279550553,85
1425441,700661561,96
8020605,516516663,83
7205443,170698811,5
3134681,136234668,78
3267621,332153528,60
460042,697841482,6
8465531,556697571,41
3179788,410842398,51
3238480,736554490,28
5556042,119761231,56
4061325,191129666,62
6762935,612713265,55
3497006,319777867,16
9455723,214951383,37
3627911,879949091,33
9484302,919903945,13
1375626,596514310,64
1758153,571199096,58
4892777,361071882,30
125639,47862116,65
4983581,480464805,14
9837261,500102583,27
7630457,72027239,94
9830558,27975588,80
937414,164314281,47
38761,659781371,33
1905401,718463151,91
5310556,902161623,12
7347229,669753594,44
8187355,691311545,18
6143704,546948852,23
2538514,280767983,17
9271610,708766030,26
8621776,321876477,40
8008548,485456512,32
8034945,752186123,100
6167644,665460303,98
1576912,759556088,64
8742889,844163814,25
7904557,36079261,55
8937346,215453056,21
3451529,834554884,20
1622037,427647371,88
5778148,970217214,34
8550134,93076639,71
830265,701489067,10
8475233,942985523,82
705496,317988727,94
1034567,182570603,53
1888108,40019501,89
998288,295652752,45
6884044,115700782,32
8182205,326864340,82
5269512,833602978,34
6601602,484962612,57
5835918,911559156,79
9016445,67459948,6
2423253,299091349,8
8865869,339098928,80
8850532,145262931,70
1818311,439516497,37
391252,844922785,46
6710551,949227866,53
1510286,733940288,8
6592735,551885573,35
9024905,455631174,92
1626487,790535402,45
3413524,294263369,24
5686212,682299454,53
7539664,97099669,42
8052647,888599934,63
8951480,900815176,63
5584859,425933173,25
3056081,515878439,76
1617909,402635108,63
516418,803955444,7
5176778,618710381,24
9385671,805245575,24
4843089,285901587,80
4309220,142231927,35
9866884,641941027,27
3608953,100506281,59
6197090,22110556,16
1837452,968397520,92
3813655,292627168,27
6518385,695509959,60
544253,360435079,7
6841089,853491773,38
5822413,412262229,52
1575059,635261400,53
9272163,681683550,75
8048184,86036523,73
4869551,918210181,35
4125208,264318749,55
1313231,493829174,49
8512896,140547321,53
7601258,919461058,55
4235160,209602046,7
4237170,494001410,89
2118083,579885327,60
8330850,69607869,85
4085440,593123338,53
3068805,365990964,21
5859370,997391970,91
1938667,255612576,19
7292772,481136514,23
2068831,836230327,13
6170010,207064343,61
2177029,949318452,85
3958104,850813272,86
5097071,990430568,19
4205403,157919922,68
580351,290163744,63
3576301,356321425,21
3479943,853215768,42
9239474,350113416,79
3725784,937778268,39
7053448,421828599,84
2252894,582041890,44
4321855,616245608,19
6917958,895143465,37
4234878,916939219,45
7557426,388503052,89
2768025,285715720,33
1160038,233100644,85
6952494,500728335,45
1575059,270062547,92
8178653,428392995,3
3593747,115405828,49
7794754,469977213,69
8044149,264605212,28
5592364,711981200,81
2673397,212500552,71
1272284,391777779,90
9750116,832068676,32
677891,589953399,19
4712296,874463871,4
3940992,63330808,27
8000563,216878726,59
4895719,92831910,69
1131098,533160868,92
3152089,860154008,86
1292239,939629643,62
7673188,151092860,79
5621426,971230908,72
2427300,299233865,60
54361,356480210,41
8034016,840567975,6
8355632,698937812,17
7211974,755365064,37
2340017,765216896,77
817673,209451973,82
4368324,386514956,10
6636427,364644789,69
7223985,884067983,60
6397467,408399673,45
2510521,412956071,35
9918966,953071187,28
6253321,25031175,70
7244684,531405372,25
3238690,687095108,71
2757431,258948189,37
9516657,584544672,51
7026363,201158773,100
3478091,155046584,83
2620586,515485385,54
1400643,627998010,26
4994198,344361762,8
6474794,144839441,70
1233500,70582962,29
7384160,800263725,67
1278050,701489067,70
7506757,655376677,66
741003,47519921,61
8676973,496212540,39
2118884,470769710,35
480272,544690752,24
2413874,67696156,93
7087646,379462559,17
8625913,681689463,63
5078820,900713609,82
7442548,926271668,33
5952287,496863981,44
6013194,638865270,11
4807588,839327118,12
584421,448935635,88
6884044,639004728,77
3929904,313330161,10
362413,693195544,36
6124532,708656483,42
7848925,582663225,59
200304,84825944,64
3733966,945809317,37
6580473,837663830,95
3225421,170707457,19
8467934,224209148,9
2607552,28809474,83
460524,755154282,39
6257785,753867322,67
3577272,741886714,7
5085459,824784450,47
8815383,329504302,84
7074683,136936696,63
826785,768036529,43
5106047,683878131,18
8336233,184853380,8
3356579,19387184,10
5654154,973190182,27
676446,32422730,74
4631230,470884121,87
2034554,557713903,54
3513351,600702077,14
9450762,233074438,5
5437167,809283540,10
3142458,462489000,6
5887649,709643021,57
1488249,254501074,46
93798,49229612,25
8748166,382239761,40
7670150,31143354,31
5777961,535719356,92
6002690,65018364,26
8654726,636678613,66
6174746,170829014,90
8507239,302434729,39
4906351,337778688,1
5772815,363066422,48
6104705,415929930,81
3408242,285713046,2
7302925,469861046,76
1835076,253857692,33
6711107,503261389,35
4043103,587172430,43
4889280,660987341,20
2350283,795565809,44
5196746,162161931,60
3850739,163403697,46
6454274,933207732,55
357368,439887825,5
3427195,973396976,77
1929832,358689361,50
8642915,963357901,85
1099763,627786342,56
1526401,964549234,41
9925862,667680097,42
8346946,755932576,54
7167042,659547100,18
924691,922087179,24
1811866,416099841,12
8974410,489348920,1
3704865,811446612,57
4208842,24578336,9
4768695,182563730,59
9685039,52963908,48
7205443,715861079,76
5396092,958914113,59
6897826,126113353,19
7265449,55678125,4
2750885,455272997,84
4812875,862450805,94
63723,671213105,44
9855516,482500205,68
133285,379521249,99
2568668,72525829,58
3505521,129755395,23
9010055,290596112,5
8191149,35605598,92
7925543,182899885,20
2514961,212306986,24
4643891,630729901,9
4327791,473450673,62
9349423,46489383,13
8902614,593327975,5
8139265,178389558,45
2570650,816596674,100
4541481,495405919,60
3949337,938136675,28
6036614,629047123,26
6206544,489760006,3
4713954,81903631,68
6414904,305950995,5
8624254,128754538,39
6130803,760228590,11
5848929,316856640,63
5088521,199263241,63
5115161,179158945,91
7505608,253640470,75
1891623,179581524,30
9874254,65096770,5
8377182,376331241,79
6495550,371011181,22
4792419,293020942,43
6341182,421597821,34
9302891,872097981,80
4233060,87664720,24
4757681,535748548,17
5719427,404476946,51
4583989,978922621,57
2761236,316530083,43
5624975,994219950,97
6004818,681020157,34
9299916,232539474,33
3531393,645334878,44
4547359,336305498,56
6518415,328977331,92
9503494,872431737,3
4836686,30006315,92
8845753,916645974,95
3545255,774485513,33
6491747,523299279,7
2125220,747851368,63
7446898,780945265,1
8234686,636436018,70
8299474,815714967,12
9248344,945262300,8
2458066,26936089,35
4192448,794711601,99
8518470,153556221,21
6855773,767465257,83
4815444,92113941,36
2212214,967650814,63
3764510,487045454,68
8281977,122429480,52
3437087,885038539,69
7325981,716705534,6
398481,443461536,40
8007528,291478257,56
3787356,845019715,38
2047326,491172172,60
6772072,219842010,42
114554,706352035,97
8534134,606493906,81
8140019,319315110,47
7997185,641464373,74
602763,396186456,92
7712306,440495723,12
8321149,275108483,31
6826128,176044651,64
652840,648328454,21
1032673,88914942,23
7178976,433155709,42
7205443,265678817,11
3336650,207183013,93
5681135,608088732,46
1659436,995656839,24
8548749,84115511,11
8623817,259760865,66
3308125,15529850,3
8042608,10049447,65
1311770,611103012,77
6537872,98407086,83
2162714,752174764,70
9043232,381084386,2
6275011,22725028,31
8240147,607858061,32
1738468,558077568,98
4626159,358410041,33
7481820,669784646,67
3113966,772823519,40
1863088,903891188,42
1194307,55281776,94
8081392,36553902,83
3673044,799962687,57
1698015,213462647,70
9586875,944493446,93
2953638,867739045,75
5447466,518405204,42
381945,102277244,14
5791012,542013045,93
6991624,332293952,78
7279134,871088538,96
5823678,24578336,64
9281756,565550764,33
5673814,529335356,36
8159680,186280888,62
9803714,977166875,74
497467,634929088,43
8928685,196718040,21
7412674,905428640,69
904989,171580367,33
5862790,475113897,47
3006892,598942937,15
4136736,244963583,83
6489057,204925169,14
2278887,659238252,37
2597363,850849894,90
24454,994263989,65
3572222,568120866,19
9205437,813109001,5
9756652,951504763,28
9089808,467966976,89
9424704,301791517,79
9736800,356288135,35
1992387,869555426,19
6027246,490288832,98
5088653,426366895,95
7930254,63411010,37
2317595,191129666,65
299222,139331275,62
5546743,812107927,52
415158,850849894,89
1700178,701195864,49
2383260,110063651,44
8061433,702074531,8
1685845,866529616,97
4632228,750975998,81
9317512,23484499,75
6109851,980436444,50
3231034,534467234,40
1423415,548562979,64
3303179,108155036,62
8647605,981768803,43
2762682,697648969,22
4659760,711209265,34
1129875,955085036,27
3560980,581289482,83
6730174,307547262,88
6954524,966124117,93
2608468,323192414,63
9391435,176715386,16
8858594,446281223,97
5475321,95536364,89
887209,66000234,64
9743505,267047087,8
89867,871990265,53
5192927,869336661,79
6691708,209789730,96
7981304,592081034,95
8012229,791858760,100
7830264,861092695,87
5410069,485601476,90
8020605,759478365,11
3315713,897071427,64
8524966,701572514,22
7998965,40534194,55
3633734,88089648,65
3686255,102871569,62
3660789,425643779,96
4775061,711265105,5
5713241,135302834,39
7878051,915407207,20
1969113,278274634,100
1223865,386139903,82
3058440,791869556,13
2585121,548067056,15
4030391,679035553,3
5802076,607269722,5
2192313,20665276,4
4845099,32808148,87
3071670,799617247,51
8661155,835190139,94
6451756,573098503,51
2953754,753506769,20
9705630,868165565,56
4447729,228603989,48
2629541,967628218,23
219472,54399585,1
3136371,240333440,41
5706032,542042649,93
2517871,472714414,56
3252355,571087949,56
3034791,920987458,42
610726,93674345,26
7563337,921409216,70
9212783,326892678,57
770504,450415491,26
7429946,295586257,71
9187035,310721124,43
1287001,482256046,39
6212303,911202152,99
4523178,395947974,78
3578331,742864342,76
6322038,895545943,79
381627,796049354,62
6986807,186752169,22
9261564,801695277,46
3520894,791640300,33
7828644,840521641,3
8903564,881087709,48
6608829,815659366,52
8515658,593876658,59
8383543,310046026,75
8184391,472479520,80
8857191,157419068,60
5915700,526112194,58
8646444,313028257,36
2687586,885221850,36
1553253,465278092,27
3120530,635646297,72
8195929,374383298,33
3107694,399059254,78
4359765,108357751,70
7362975,666365514,69
18001,925412931,20
4511991,935019867,58
8648676,353825079,64
842979,114482919,37
3443860,623579966,79
427740,282576761,95
9193067,478036116,59
4350697,88710344,5
8550560,314950097,43
2815177,31948963,66
2963509,694683325,1
4203467,63457247,17
3511736,387969695,53
2367671,447871534,17
6562625,740021439,29
8108933,767193160,43
418542,146236802,14
7610608,733975804,82
3696734,442103374,84
5102877,928113803,19
3592565,805106185,65
44997,532209524,42
6035691,339912096,63
8242436,28576753,28
3116709,329663314,55
5310808,267599663,20
5743492,478799442,18
2162714,341504276,58
4658849,409662986,47
7345125,536909336,53
5944099,874261557,34
2522449,421847032,12
143035,388322235,77
1549453,977389652,16
6917256,887433982,52
6884044,267689758,69
528006,683783619,72
9748995,931948425,81
7901989,623286439,15
7211640,419268861,45
6214060,272203502,77
7105481,810024438,30
8433929,455285048,97
3157046,984794247,89
2575054,904476739,38
5880768,574680834,29
3353909,297764649,62
8924020,613336158,5
5112687,649719220,56
4512039,278205726,14
5196000,340140263,16
5640356,769081092,43
2455329,764855006,50
5322214,717035169,38
947933,500728335,53
3179863,895868914,12
3890824,50289465,13
3285155,247971150,33
6143764,117713133,55
4417148,415885955,72
5533197,29427561,44
9092959,881398974,94
8560945,332969615,74
9898902,703627429,16
9439081,384451639,80
1089295,404734476,39
3148838,384244231,48
3329950,613564199,94
8823354,970222743,24
5125154,675700080,4
6959925,418679124,88
3686800,98416767,22
6743774,203647984,66
2895908,904866645,66
633744,987478594,19
5867729,733346220,6
2486083,553008112,96
7598168,177444818,31
8769581,674663790,88
5132885,125102812,32
741003,92143869,14
8609061,592371580,42
148333,586083063,63
7800275,865744046,3
3694966,831030147,100
8598001,164485594,67
9698029,40844201,32
7428656,663844537,53
5807403,240860286,82
634544,884905676,84
2572620,103651058,67
5779305,265640542,23
6490812,267731013,67
241449,460936752,24
3520191,469595029,51
6027246,917600964,47
7694613,825182362,39
3194196,149665787,76
1516993,556245595,91
8245275,958428730,32
1407549,754211027,82
2592182,686771097,45
5466864,964670929,33
6868532,829574400,62
1455058,518887238,4
7817328,693297888,75
2665539,293539546,35
6865054,814995384,63
3278075,331140959,86
5695868,957272877,87
6206544,979181778,57
1171642,879267578,2
7025899,872835475,59
8871695,413214699,84
6090132,540277328,47
8253179,578813835,27
6961941,905537316,28
5974978,942910490,56
5611698,979207963,24
1560551,32246504,34
3636383,488773926,13
5683718,590620847,43
9959785,275569408,68
3766022,735762787,12
3036112,78652386,52
9360921,364176945,93
3463912,723841504,11
8133733,666866286,80
4185542,107518420,47
9676543,539783105,81
7152170,755601108,15
7396656,675026556,70
7331654,673075485,84
3211381,353819576,57
662108,808012728,16
7658027,790544286,47
1305338,997257564,63
1186588,878476166,22
3065007,733530311,79
4895875,87447134,58
9468130,999478897,50
7455864,46559228,19
756161,681624130,26
4792617,20911578,15
5912489,158074272,75
9779911,377265492,11
9392937,855238243,77
425668,998578741,61
5359474,965060362,34
6512943,77354667,8
7904557,572131725,7
8024571,25409239,5
5706184,733924301,69
2605681,292611858,17
3301177,201803079,2
947283,206905323,22
2329310,980900000,46
2840646,761262424,74
458953,414915272,2
2043118,519467403,83
83507,541949929,97
7249113,329729168,90
6034926,666136975,37
7016270,520856448,42
975073,598608440,81
1757577,400520033,15
9299171,621604999,63
1176644,603075643,86
7110279,998195068,1
2558786,463805692,25
9468130,200733909,54
4059475,582013264,68
5587129,36092639,63
2948370,767013534,59
2495580,494644371,21
4143001,802788837,68
456885,727005463,9
5221705,251410388,4
5719284,481166604,60
3752828,86746145,29
5533197,681624130,44
3062559,870768464,99
5929255,75704182,68
7637445,832431296,46
824644,416660419,63
9946820,309005674,26
2183602,51366987,13
6348405,390875310,40
7494021,687792591,48
9569722,499481967,14
5882122,40175145,30
1173680,139440461,78
3494812,971126472,81
3273535,936354197,34
8222794,738949047,35
8231599,340380598,25
3815610,63562655,77
8514656,88092637,84
6211094,510435114,97
5220143,484851461,63
6408387,993943009,70
39990,862450805,48
8349205,116839133,18
6566572,95461919,61
1580092,572532262,57
4613642,711981200,88
8581720,45504573,100
5204455,342247529,36
3482072,431179497,24
8843826,476349680,89
4300684,141908382,71
2807665,383435538,1
7176676,431059119,2
1535555,774640487,60
5877154,270040252,32
9199324,899875586,30
7773155,700661561,52
714582,613903987,10
9743505,105691151,36
5242953,807014253,7
9863138,177031096,8
4147166,220365050,16
2634052,61028061,31
6313249,40229219,67
264531,558805071,60
4437366,701761608,71
9286232,398467209,92
7318530,897502328,18
9949126,740820404,80
1700178,89550457,96
4010683,94608568,86
8503826,755365064,47
7903366,79702256,93
9191591,988000047,37
5016404,824189993,22
5423138,889546990,9
770504,359765109,27
4011262,478451072,1
6976104,602633755,48
6405779,329811039,83
9308794,54039421,68
1670995,241196325,82
6480134,968474079,40
1750924,169965901,80
6950954,958628747,46
6199195,892922297,8
5734555,145476430,57
8718793,580221106,72
4750637,91364952,29
4798141,329663314,37
426860,387053362,78
4289571,154420247,26
2081271,399670304,96
1899192,572110281,67
6447632,23092186,29
2430107,496431586,54
7005719,983214886,21
9955494,171841415,89
7154002,421994196,7
6903751,22983072,98
786114,832404876,67
7354776,762357390,77
7659961,492547916,56
5604766,784190223,1
8355319,725229935,89
5771351,530376389,65
8198667,747416858,62
5825402,694252198,96
8408481,241750051,10
4711204,669790958,90
8332519,921061744,74
2540528,826965420,11
9888006,228706547,97
3327623,866965799,21
4046482,362883067,12
7888843,980903626,80
3594051,644663393,38
7202240,358527854,65
8219714,710095602,45
9698029,339442766,71
378073,979018393,89
4472088,282798952,30
6405779,680878180,57
5887200,870425248,33
295279,844716875,39
8851497,900056855,6
6140135,742718526,11
9312559,317538642,4
3528633,996173571,1
6186470,670490244,16
6211056,293067530,35
3479574,933475330,15
3859399,937276412,42
5169825,92855221,95
3484044,995797628,56
1398029,641954233,91
9574697,682669797,58
3812743,764174896,32
4726161,714133743,12
3232777,502098736,13
8578437,233724155,94
5843905,210384428,63
7809019,973461691,53
4299861,688537460,47
9050804,87482403,74
6006184,884067983,75
224155,865927812,17
7653289,930271054,25
3399572,54399585,12
1129940,846711232,38
4429570,608693239,82
2760119,485852538,30
4896825,71491160,66
4202228,468386003,88
4068655,588744248,45
4571107,891619022,19
2261929,349290477,60
6548836,330384703,76
6953168,13900278,42
2678531,828847215,63
9998512,696301082,16
3244299,335961622,47
6434262,730595357,73
7351188,160809904,53
2994875,380442093,87
6512706,428779613,1
444921,21541369,48
9499919,928425607,51
4394467,991887616,34
2084027,737975496,65
116071,792083212,33
6609827,616756674,15
3234666,679967261,85
8852145,14708863,67
150655,821970098,41
9748602,536081601,87
5505199,433003888,41
1667584,748920074,1
6066759,612709272,52
6521676,577903115,70
7610006,387511595,48
5325591,880646699,30
4695477,30931757,37
643807,493115567,67
8240722,353515564,60
8672591,262786684,17
1222564,250032753,18
486958,261892748,17
1705333,503886652,31
676144,946557709,69
5865691,936884061,54
7750088,562215949,26
1040167,370713421,9
1736169,956812065,63
3526571,44693143,86
6208106,734160428,18
7322339,334025448,81
1275486,580734538,33
6675508,112132217,26
5560975,346306483,46
7141248,757308650,81
2780057,267238375,69
5239254,856605889,26
2023845,299733777,84
8300959,657849850,87
288184,917082682,60
5092923,94908077,2
9600696,380604230,18
247265,82990356,61
4608506,85722944,52
3444438,448123759,65
2863601,746817473,84
3800175,572548621,44
9370430,62023055,66
9335303,865989373,60
6645313,897949586,55
7377068,360678168,18
1258111,39059180,43
2390486,767859391,65
6700039,702208208,36
5472133,477971454,80
9582683,468433679,94
543192,601007326,83
3552893,613897634,6
8223851,766198070,36
7696393,547227480,19
1698308,527811385,91
6800234,749296490,24
5774455,775414991,37
6712272,613897634,42
6896196,43633858,52
3240386,95781215,17
8082665,864860000,77
2236197,256223056,24
3250602,921539377,54
874986,635059706,88
4924330,418021124,18
8620374,941455711,83
3771314,864979059,22
8271340,505071846,67
5615088,113351248,57
4608539,625023947,100
5831016,937366696,60
2953200,337694089,98
8657347,294359090,14
8618001,561085310,40
4969486,456629651,99
8057106,909146262,18
9931721,527811385,64
9094814,173329829,20
6036147,171862488,22
3576590,135297495,73
9100230,118894529,87
6779887,968854272,1
1531563,509429264,89
7329592,847550339,39
1503738,462897340,38
3503243,12578765,42
878646,393595727,90
7605013,244089909,76
7177168,169422519,2
5337338,493651158,29
4753205,342499345,24
621089,603866383,35
4640125,737386928,28
8238738,50251651,15
6007088,89354767,75
1784458,943911940,25
8008953,22584440,64
7827311,81637741,88
1432513,101886797,62
1460829,425395695,54
5713914,739038730,25
8377659,33284319,51
1891623,65605546,65
2491416,336412800,40
8193679,126140988,19
2058095,855675144,85
2421746,646652747,42
1652630,406039670,91
6886094,710613425,91
775849,966300045,17
2572773,69821939,91
366096,918445495,37
5425747,740404755,87
1236656,234628949,37
1698308,753867322,33
8278540,458910488,88
1496660,707717219,40
6781204,777277131,18
3421268,200621762,45
5692172,124364266,65
9747096,958919510,86
5591944,928525600,76
7886623,714435322,95
3082869,821131576,66
4023538,967241401,71
4273448,941771024,61
8132367,266406981,96
3053875,433911282,77
7998762,155578786,37
7022727,628706518,88
2368394,743924185,10
7941626,687741503,3
3679510,998943412,29
512462,798467815,16
622273,544282838,2
5540571,883826326,52
4346781,175307721,12
3025779,999804333,88
7605388,476993888,2
4692492,267599663,11
2372780,647382405,43
9498693,497995497,17
3537754,521243548,46
5634375,730726648,14
2873176,255227376,14
5871663,805981502,68
5284658,65095868,84
6361482,442201073,60
4935673,153550458,53
9608461,794648190,74
8793727,456455739,18
4533234,166787109,100
5422226,161636573,83
5015119,117713133,64
7748031,734746192,77
8269492,541864342,39
854043,291070155,60
8431439,695509959,88
8857786,610872703,75
5154186,499773155,33
2177548,636194324,49
3190563,723775898,18
7146192,163051541,83
6126575,926977555,20
3205672,842824471,94
6662028,351219353,12
3520191,839958892,78
9168864,513783951,11
5527287,155898150,80
713710,429402435,100
4653983,512772846,37
9118753,849046467,83
4092231,201206416,24
1619762,544282838,79
2634052,595360164,56
2269946,937368216,31
3497006,902046266,60
974212,856878807,45
1765317,650147419,78
6428639,942910490,96
2340017,998195068,23
1322615,495282260,74
2559535,483640560,6
2072911,818781862,68
3396844,130611547,56
8402431,746044642,27
4073064,993326117,80
2901669,86145307,42
1510389,704303753,32
7724892,698269486,1
4271650,523673185,35
4058825,169084158,54
2322745,481249200,4
5163021,423275965,56
5884866,425218964,39
2894498,439632787,62
2977142,85888632,85
5778148,338319042,58
8063601,43633858,46
7043317,238188691,89
5275383,855394086,29
889735,322832858,70
3883204,219112739,18
3633734,866529616,1
5912489,633420674,53
6050326,418302531,39
7838889,844063733,78
6929997,241342001,75
9705630,575786950,55
5905228,849969386,56
8385507,868424913,20
7583001,660598985,61
5876174,63037939,20
9418890,428788395,11
6531976,76898667,66
2198692,954093771,96
4233699,270356743,67
709404,978809454,21
1152228,502919308,89
4018994,436804354,49
4652001,651531422,16
3953934,550767414,94
9602042,102810931,70
1290171,805209958,54
1169153,502196273,77
2113578,271919746,71
69321,45457398,42
9985150,469595029,98
5522236,260596938,58
7503324,36642515,74
1917366,945262300,97
3869072,102896372,84
5593973,872781288,41
2178999,67346720,58
7318812,925672726,74
6015574,809596261,66
8246308,415715319,60
9004773,352826910,47
8518890,289414316,42
9709084,384116030,84
2572773,203270500,41
5441622,289620063,98
153575,375909678,44
4447729,381958096,97
1946096,128045430,62
3966426,975100060,21
6508431,915664912,91
4180402,182381480,29
8336476,652792596,52
7234779,464827374,10
8195929,740773965,71
2938087,145164033,85
365035,657471410,9
2359049,733684186,24
7352079,57994987,56
8320407,380285610,50
5368584,750131939,30
9945955,730619098,50
949845,872710821,23
4087464,554301478,94
6140135,77682477,84
3399764,743184209,42
656703,295663095,17
626565,829528830,5
8585047,392804705,40
3729515,13351403,68
8985877,75429956,36
4236099,17498608,8
5369280,326864340,74
2638478,745381041,17
