nro_seguro,nombre_aseguradora,cod_compania,tipo,Legajo,CUIT
6772072,"Mcdowell, Hall and Mccall",5405454,spring,86330209,1724693017236
3876577,Wilson PLC,7394912,participant,73597868,6083637001711
7558610,"Giles, Miller and Soto",6447129,sell,69689989,6720248537193
1640165,White and Sons,2107433,morning,10529373,4015320084173
9924332,Blevins LLC,5940570,available,99815337,60958062176
5376866,Morris-Vasquez,3346910,yard,1865049,1591992489807
9447775,Anderson-Wright,6420337,life,77732411,8563944259424
3099792,"Sloan, Baker and Conley",1738522,possible,26214572,4398905010826
5135562,Pearson PLC,4411348,continue,28027017,5418008352370
2525069,Cordova-Torres,3558582,there,45925303,7005469046046
2287405,Petersen-Goodman,4493291,political,11771939,7532183531311
2135030,Neal-Smith,8234905,seat,32068022,2786879220141
8119703,Brennan-Callahan,9910927,cover,61784332,4792225883305
4126814,"Taylor, Gaines and Schneider",8795029,analysis,68239959,3920424862662
8841050,"Rogers, Carlson and Salas",2988629,wide,62463582,5152961339781
4252392,Brady LLC,3716700,friend,86450623,9304563978420
6691751,Watson-Hamilton,3769285,drop,17151999,500000408139
1822173,Jordan Inc,8264858,country,59344746,9280145830921
4987063,Rodriguez Ltd,4569531,someone,57299687,3363902566539
3890824,Johnson-Arellano,4921452,entire,53038694,4795037978148
8124718,Johnson-Vasquez,734371,daughter,34143313,3818003680552
3687983,"Jackson, Galloway and Rodriguez",6070505,certainly,29772199,7783830515947
8346900,Nguyen PLC,447293,citizen,20108896,2369406366042
2260880,Anderson-Thomas,9198426,including,21470835,2890042262236
9856876,"Cox, Rogers and Johnson",189502,here,56806482,4430300342553
9630527,Mitchell Ltd,6066326,particularly,61360112,8095789766496
4429534,"Ruiz, Moses and Flores",3984303,much,87932596,9015685149871
3920508,"Lewis, Johnson and Hoffman",6353295,table,33616358,5922148419195
1641675,"Gallegos, Herrera and Smith",3947075,assume,16151759,4031028929068
511011,Ramirez Inc,7651,opportunity,26389442,6006486921567
6197048,Gonzalez-Jones,6669686,late,31344599,3618436060229
635427,"Williams, Soto and Rodriguez",6488437,say,27249683,2304464295309
2391599,Marquez PLC,2808483,change,67210341,3191111163635
1962220,Stewart-Johns,4387995,air,73578983,6260963754591
7083167,Walker-Potter,3955521,bad,83675657,343649491875
344710,Thompson-Ortiz,8375659,conference,17747033,3704784111581
8487352,Cox and Sons,1934417,fall,69332305,9592750404433
2956523,George Inc,5814955,near,79899541,8741525237974
8862623,Perry Ltd,7187858,almost,28115076,1887431057018
7810382,Jones-Johnson,7946707,cover,37773231,718919033952
290041,Barber-Sherman,6683021,sense,15897319,683409247447
457019,Molina LLC,135532,everything,38893989,9486460605790
8549273,"Cobb, Gordon and Carter",7889086,song,58396655,9567979691864
263029,"Sherman, Miller and Nguyen",7414492,raise,30397578,2879125450869
1748350,Nelson-Alexander,6788509,item,56788150,1042953269628
7848906,"Davis, Murphy and Nelson",9493970,expect,72003334,1203640978481
4398249,"Reyes, Howard and Crawford",9420678,scene,9385526,937080962944
6823190,"Mayer, Smith and Roy",7036752,thing,99242678,3041404129648
826156,"Curry, Moore and Stanley",2772283,yes,45081547,283444553395
2110666,Jackson-Smith,3656604,success,81834528,1319223456124
8865217,Mcpherson Group,5782680,just,10534621,692309613053
9481275,Ponce-Garcia,3552211,which,37767732,53895217963
9750595,Wilson Ltd,4598790,certain,99274423,8888914298334
3285155,Marshall-Rowe,2002448,season,13465623,2668619004388
3243829,Zhang Group,7667974,laugh,84170784,2648094435824
2058095,"Gates, Martinez and Hamilton",4734502,including,65383890,838306081204
864243,"Cross, Miller and Murphy",721829,leave,23274892,6232121899842
8738048,Robinson and Sons,4254012,property,46075889,1255505577441
7464864,Murray-Odonnell,4449348,when,4297048,1853250316086
7624862,Smith PLC,6010025,population,37548338,5152334186734
6694548,Martinez-Collins,2284575,environment,79894614,5703159188914
4619693,King Inc,3614852,strong,92715859,9249407602835
7823880,Wagner-Moore,5422305,already,8571153,3417696878037
4072692,Thompson and Sons,4014567,speak,96764840,8039133643059
9102937,"Jones, Rosario and Morales",1874585,laugh,91994992,6855632771385
7057800,Mccoy Group,6866809,left,61532432,4312168093635
2766357,Martinez-Moran,2688968,region,35526425,793202428994
5329840,Walker-Smith,7590321,town,55383852,2462020706232
9779608,"Berry, Owen and Mason",5655771,great,24017633,8627763903495
4794333,Larson Inc,9960626,debate,58793373,5990647126734
3331116,Douglas Group,2295930,life,15151695,2979263035989
741439,Weber-Wells,9772695,window,23440741,3706024965636
2587333,Smith-Williams,681931,leader,97382827,3460635868632
5474108,Contreras-Mack,7570164,interesting,54870511,926929725638
2327373,Moore-Wilson,7067470,everything,17371518,7035009452738
6378654,Sullivan PLC,7553790,image,74673351,1383891896935
6516586,Yang and Sons,7418201,your,4587112,7871875040670
1803215,"Russell, Cortez and Church",9863843,bring,9175724,8178645562139
1463239,Phillips and Sons,9146386,process,82483922,2635760513095
4323026,Grimes LLC,982842,worker,21809479,2223101831473
2410575,Jennings-Smith,8416761,college,10703084,7182860948772
4049092,Murphy and Sons,7535702,daughter,45040463,4171745986403
5420687,"Rivera, Russell and Flores",1604832,who,55049752,2181225872019
1651118,Shepherd-Ballard,7258071,build,78851685,1174074506655
1826550,Ramos Ltd,339150,for,76610645,2944960137590
7460737,"Jones, Vaughn and Johnson",4899981,compare,51731759,2436519820778
7681726,Byrd-Brooks,8439024,suggest,37842839,6375881830367
998925,Smith-Harrison,3371862,cultural,90420894,5460629421129
3284330,Castro PLC,7171712,anything,73951199,499969884925
2937824,Berry-Wolfe,5144935,effort,47581126,3157157251312
6631951,Meyer-Jones,9420892,summer,87675963,3069104323109
8051595,Carey and Sons,989408,many,46319869,5501162484974
1351362,Frost LLC,9798188,record,10165756,1104710544022
4950946,Whitehead-Johnson,3532399,would,88628323,9602550584334
8635132,"Herrera, Poole and Brown",6198180,life,13689646,5378892088448
4484305,Webb Ltd,6771978,study,26062759,3894012579352
4737913,"Martin, Martinez and Patterson",7398163,this,51991737,7667662488672
1518817,Patel PLC,3613570,sister,55528160,8699380190418
5176325,Terrell-Henry,3634571,skin,46601763,2737227947232
8341761,"Kim, Gomez and Bowman",6870443,though,24247933,9593371921598
913019,"Cox, Williams and Espinoza",2410653,film,65676584,9693253350139
8876850,Carey-Watts,9358369,recent,19803622,873864989139
5530307,Washington Inc,5683693,alone,87640264,8336144165651
3418877,Townsend-Moore,9366725,success,53461430,5189590960927
9842859,Wall PLC,6266477,onto,42838062,8108953229802
1566709,Davis-Kim,6462225,huge,605257,287634138132
6893904,"Ortiz, Montgomery and Rodriguez",7742702,easy,86731078,9636425457988
7968482,Houston PLC,919019,simply,16171349,8731406384131
8619912,"Williams, Taylor and Gould",17625,return,73760408,745770503250
7570735,Haley-White,549000,letter,34967437,5178987940144
7056119,Barnes Inc,4934385,rich,56005805,5010604739003
595894,"Serrano, Carey and Lopez",260676,never,24982891,6429515575645
3864629,Daniels Inc,1594697,without,10962914,2357741766779
4552252,"Harris, Wiggins and Carter",4642659,low,19531022,8924140184092
9003035,Chen LLC,7913068,series,12418030,7596697159780
4367550,"Cain, Mendoza and Hess",6373559,time,19102337,3030472439611
3296351,Mcgee-Cook,759375,scene,12374517,1416511617365
6709927,Brandt-Bradford,3596788,human,42702483,8865944638595
5933621,Andrade PLC,8795916,church,84675159,6636183172998
635083,Watson-King,138655,against,31069807,8290594711045
3036112,"Brewer, Flynn and Obrien",3219501,almost,24203487,6418339815020
3622553,"Williams, Harris and Coleman",4694184,modern,23956646,9815289045809
7903291,Thompson-Cole,1079290,economic,32566691,1208407715294
8253006,"Lane, Gonzalez and Vang",8834694,minute,67461185,8038164834986
8732442,Jones-Campbell,5109493,perform,8083054,1198993733646
6479895,Gomez Ltd,608664,half,88131907,7073149853791
9389052,"Smith, Evans and Hill",1935436,top,10008894,2706456474851
3103493,"Wright, Meyer and Frazier",5813461,subject,30598422,9876272763998
6158870,Nelson Ltd,8883023,yes,12780463,7839476392545
5067668,"Pacheco, Hensley and Pope",9084669,state,3962830,2071124764836
4359947,"Adams, Watkins and Taylor",2964144,something,64810943,1977925476654
2512684,"Walker, Luna and Wallace",1692427,war,77423915,4563180560971
2282813,Boone LLC,9257150,it,77370819,306929722772
2561279,Soto Ltd,2819875,age,15855478,725609771837
4629021,Molina PLC,699324,outside,46186043,1450784644625
5946408,"Martin, Smith and Ortiz",3038243,story,45526640,1813473867810
2933282,Pierce-Lee,5665758,free,32061387,9756586552198
9670359,Sandoval-Forbes,6344602,produce,34608154,4005449086637
3057556,Miller-Cox,1695507,concern,23359240,8940882525528
2515901,Roman Group,6087391,model,94530669,3220029659692
1539651,Ramirez-Garza,7611577,professor,77703789,2092896385436
5855544,Wilson Ltd,7508023,help,86128474,3611002606263
2971155,Reed-Banks,9258685,building,28020975,5926201882140
5413934,"Davidson, Murray and Henson",354783,address,74285185,8692529048831
3180103,"Henderson, Joseph and Wright",5004104,sport,25946470,539848521069
1001160,Sanders Inc,1040744,when,41637246,8147364574096
2641635,Sharp LLC,6373850,fine,43525771,6773370557959
520381,"Kelley, Wagner and Hall",4249397,understand,16811296,6819944479108
1220164,"Sweeney, Chandler and Collins",9260350,war,52613369,632018368415
4915971,"Sanchez, Dorsey and Kim",427083,side,59163315,2787887212162
1429788,Miller-Erickson,9108001,church,18591213,1724237727342
1460829,Phillips-Silva,8596430,drug,92519536,406860775298
7647434,Carlson-Edwards,4635489,business,13161974,4505584678176
8679160,"Grant, Gallegos and Mcknight",5115641,amount,11221053,2754523109320
7558087,Dixon Group,9101057,physical,88220091,136465611312
4578033,Burke LLC,1081772,my,70970573,8451887482648
7604621,Martin-Miller,9260150,color,94446298,4864935944440
8833466,Caldwell and Sons,6722529,challenge,1867747,9477106186129
9448242,Smith PLC,6507477,political,12888634,3823324738261
3226381,Sanchez-Kramer,5498156,forget,93708370,4317607696700
2184722,"Ellis, Black and Walton",5768476,possible,79686698,3523934637117
4932285,Sullivan Group,7091856,range,18449049,9681608086519
9333487,Brown Group,9072892,write,58499009,1884615135117
4985021,"Hamilton, Evans and Higgins",4821673,image,72800963,8832152552530
3336870,Fleming Inc,4118763,save,95787442,7009726591084
155078,"Murray, Guerrero and Johnson",7088929,anything,19048231,2685802207119
9770775,"Jones, Allen and Villarreal",1318651,fast,77254718,5552744194990
1036796,Blake PLC,6878884,similar,32840695,1187296635306
9214054,Gilbert and Sons,5426010,understand,25596305,8513062267571
3060709,"Lopez, Bruce and Sampson",1007460,both,34157402,1326623518680
9703844,Cooper-Joyce,7866628,line,11346010,1179810125483
7432305,"Love, Johnson and Freeman",8370185,for,25056792,2612319684213
1077109,Washington-Jarvis,8965930,kind,61717379,760607291440
3144067,"Craig, Griffith and Leon",2967213,argue,41444456,6074741708320
2046596,Booth-Garcia,5838018,development,57772321,3573464443967
4983421,"Ramos, Black and Gould",8144086,where,63174712,821564955297
4045218,"Phillips, Ross and Smith",7317812,represent,98972368,4481580451792
2670103,Green-Lindsey,5307465,support,11350810,5115005613831
6948191,Leon Inc,5248735,well,74107305,8061188379030
6648983,Miller PLC,3167375,mention,78523287,9382665687692
3053875,Edwards-Perez,5546862,receive,63958276,9538344440444
6024833,"Sanders, Griffin and Lynch",5528793,white,58185921,212192726436
5255846,Weaver-Mcdowell,8243846,hair,58872642,2577093826845
885983,English LLC,1697293,drug,9220316,3731226356085
888811,Wade-Frye,8065368,best,9020518,1118117137028
6140564,Arellano and Sons,2070951,process,33879156,1837997211182
9349282,Clark PLC,1664984,follow,7361126,3231037206498
6683663,Galloway Ltd,7798800,baby,98663550,1603210678673
4341410,Austin Ltd,7943762,cold,78947882,6154534605564
6101706,Craig Inc,8176418,attack,75163031,411682904102
3386064,Best PLC,7976621,everyone,25143085,7090549401336
8206262,"Stone, Santiago and Phillips",1185479,myself,86763835,1229328960965
7805029,"Harris, Crawford and Contreras",7739396,necessary,19965218,8679151584026
5896489,Green PLC,1756882,individual,68101383,2141794048550
4306493,"Bruce, Graves and Collins",9695088,event,66102008,7612509497395
3214783,Lee PLC,3821164,center,62548175,6946668855763
3406747,Macdonald Group,5456404,course,97291467,7240477957914
5815964,Avery Inc,6459733,sport,50714073,1029912230142
919216,Turner Ltd,4957951,term,81228493,3434268063466
2731947,Martin-Holt,3937626,child,10508964,5849747481315
8575718,"Turner, Smith and Rivera",8964159,thank,60696111,3937341964410
3108697,"Green, Roberts and Reed",8768187,chair,38336166,3127984620686
6982482,Pollard-Holland,7068374,media,63844168,3370698770803
108713,Williams-Soto,6257614,election,15034469,9620919716789
9559717,"Maldonado, Benson and Taylor",4279273,art,39413180,7576883985622
1100757,Turner-Reyes,5095998,miss,14195026,380004576858
9224147,"Griffin, Martinez and Wells",4544074,through,18349914,740649957326
3615646,Jones Ltd,3144250,general,51377530,1756635313943
1003255,Sanchez-Martinez,8423848,finish,75858808,9685985519612
980546,Tucker-Lee,9307654,ready,5953816,652877164101
3526133,Mcdonald LLC,352970,peace,46493758,234852291239
5058336,"Owens, Zhang and Parker",3696716,moment,61902148,7000086024549
8769183,"Summers, Stevens and Booth",9739575,follow,36559328,8587034824713
2932419,Lee and Sons,133516,word,99333624,4470287937690
1656797,"Miller, Barnes and Gray",968846,medical,20523147,8748722991444
8977655,Clark-Chang,6514549,force,41308553,1777325887182
6041712,Watkins-Mccoy,4690453,no,53259422,859390962654
5713241,Beard Inc,530336,suggest,40371711,5579068094359
587150,Hahn-Williams,5555100,first,97986051,2331375664903
6388390,"Douglas, Meyer and Ramirez",3011264,scene,78469464,6324633291118
1851179,Winters LLC,8994106,less,9605141,3266930869915
7585217,"Russell, Sullivan and Robinson",9061867,long,11821030,6706148416695
3438378,"Nelson, Kerr and Jones",963959,case,83987933,5030945598198
9843554,Henderson Inc,8474380,according,14205991,6068060638948
826785,"Andrews, Monroe and Chen",1141721,cultural,97621312,4319174376167
560570,Smith-Williams,3676378,might,85280691,7635907135402
1375551,"Fields, Martinez and Williams",564712,executive,55441727,7506559312387
6214756,Strong PLC,4996866,pick,52349947,2657910221811
2824289,Hines-Price,6462284,election,28330545,7084800204320
9305721,Harding-Johnson,8760884,heart,79290926,8936796475856
5237535,Morrison and Sons,2697180,spend,47685497,9124043239797
9270394,Lopez Group,8756196,physical,51399198,8258246536222
7472231,"Anderson, Roberts and Duke",4873282,finish,62009944,4630917303575
6781905,Sutton Group,6863343,might,86548744,8010017324738
6817251,Logan-Webster,4475763,strong,97165102,2533081471902
2479251,Wilson-Li,5787191,prevent,89579058,7898158033476
1478976,Quinn-Hunt,9105403,raise,72941515,1968619430112
237757,"Peck, King and Nguyen",6300684,minute,9073364,8742951980975
3926935,Martinez and Sons,1012105,support,2037029,90635997672
3941713,"Simpson, Miller and Schmidt",8363665,state,78759003,2049728610320
5919136,Hayes-Hicks,8284829,this,82430178,1069141867633
4640125,"Herman, House and Collins",6210435,win,10073812,2561018549556
629166,Shea LLC,819373,about,5786666,5507172623659
675270,Perez Group,4766597,nothing,19289387,9504798176195
1584094,Rivera PLC,6106082,maintain,14968003,4011715006922
1272812,"Daniels, Jones and Barrera",9311795,after,45933910,4474675787485
2551875,Harding-Thompson,7510444,low,71400834,8468046643797
8652250,"Flores, Weaver and Perkins",350103,address,26840290,1072707650529
7386275,Tyler Group,7610706,short,23377110,8400734204785
3678476,Gonzalez-Martinez,6938636,be,55103913,8720389816687
8578437,Neal-West,3324704,stay,95314077,1583759420111
527648,Alvarez Inc,2819779,education,35773096,1919562048621
4266220,Young Group,3070748,position,46556083,5388176603486
971188,Ayala Group,293932,free,84117189,2100535743289
1727181,Miller LLC,82456,time,41090418,993325134187
7369828,Palmer Inc,1319278,specific,56510974,238358182914
3311223,Simmons Ltd,4418784,more,82471667,9042887315887
1942493,Fuller LLC,3985280,option,51753748,4507740473033
9289080,Hernandez LLC,2741250,religious,23126412,5251721615669
380574,Ruiz-May,2108871,notice,6097741,7650478968408
3256304,Keller Inc,8624251,rather,72317001,9943889809472
1718700,Jones-Wilson,141258,night,40371711,6824849083878
7076410,Orr PLC,2560849,financial,11651086,540928129530
3339840,Diaz LLC,8895384,tough,42881383,504210976169
7806901,Mitchell PLC,9260467,reveal,85141644,6416108768264
5796865,"Beck, Morales and Ward",6261623,region,1689900,1904319857821
2169287,Jenkins-Brown,7568273,pick,60863000,4297784037296
9588528,Sandoval and Sons,4362684,maybe,77469864,3554961000221
9322353,Banks and Sons,5421196,stand,91199983,6743488467627
1074544,Bryant Group,624409,cover,1849178,884730338907
4046874,"Jones, Anderson and Miller",6900412,treat,67347076,7042319698122
6791955,Hoffman-Mitchell,9665778,suddenly,86747717,2107807885350
2066428,"Robertson, Adams and Moody",5851687,despite,10071311,403332446499
6755626,"Horton, Ramos and Green",9388487,painting,34123169,6209334600329
2733679,"Morris, Montoya and Gomez",6961613,forward,26299291,2197740565258
4512039,Weaver Group,3023993,everything,8959941,8628631902897
7347623,Bond-Taylor,8152466,interest,95904910,7705540633754
8845753,Pollard-Haley,3230368,speak,97270200,6197467305161
544253,Le-Barrett,8029488,however,69243542,9858191153004
7679094,Clark-Kidd,1942492,main,87288548,8440328287047
2057768,Ball and Sons,8693450,pretty,91267001,9440563536208
460162,"Wilson, Ward and Clarke",907044,up,41682930,4288534692125
5523553,Hodge Ltd,8535764,create,25412472,1679109613546
3319504,Glenn-Wilkinson,5123905,choice,5168285,2685802207119
4891657,Williams-Hernandez,152995,suggest,78339947,1212832298893
7718168,Dixon-Evans,9121367,force,77522407,7661498852876
2837903,Santos Inc,4761070,investment,5665792,160368664402
3712122,Crawford Ltd,6027302,record,99527422,7763716447832
4768978,Sharp Ltd,3168254,activity,42382497,1630143916606
7016920,"Martinez, Rodriguez and Allen",9150378,I,47408406,423368180233
209277,"Poole, Jensen and Parker",5316295,recent,60874366,4385085840386
5457391,Haynes-Graves,2484229,eat,96715984,1405143838838
1667041,Pearson Group,7233304,choose,57667025,2740103413949
2882720,"Hall, Burch and Black",7450456,pull,50276645,7644701039538
1244922,Lane and Sons,8323400,part,22852287,7442651053397
9765613,"Johnson, Ayala and Love",834626,always,91663110,4967748480914
9502109,"Weaver, Richardson and Rivera",4608679,sea,22533463,2389096273633
7636064,"Elliott, Harris and Garcia",9470704,executive,34742784,6492935724028
6260001,"Jennings, Hartman and Miller",1511547,price,6824626,5464222142589
1515974,"Lane, Williams and Beasley",1268234,director,47514918,2076270317236
5097529,Dawson-Harvey,6328830,whatever,58345198,2100273801884
5346302,Atkins-Wood,903482,almost,98814361,7094694355756
6193739,Brown-Brown,3596425,when,43066475,7220363098279
8269492,Campbell-Knight,261234,hospital,36759085,429244116892
7823037,"Foster, Love and Griffith",1265494,edge,23345682,3988166395542
8338879,Rodriguez-Phillips,7886029,life,6638880,6902815007844
157628,"Gibson, Duncan and Martinez",6285037,college,57282272,1584363098777
1854449,"Rasmussen, Wood and Miller",519484,whether,33711073,2093734100373
906958,Barry Group,3395912,recognize,82201704,4666028292894
2088856,Wade-Anderson,4455657,become,40262453,7763716447832
4467026,Guerra Ltd,4486247,successful,35344661,6953296940393
4043446,Chapman-Klein,3876631,arm,95540899,4806237008054
1580779,"Kelly, Hernandez and Rogers",9390645,nature,87850553,8237838030098
906078,Strickland-Mann,9465744,way,36292795,2387909624974
7115295,Sims-Romero,8985881,office,93713014,3043824948605
3670037,Kramer-Patel,109111,senior,95089283,801725561200
2673486,Douglas and Sons,5532848,after,8051584,838543346602
5152735,"Frederick, Meyers and Peterson",5007932,new,60728379,9797654315357
9370093,Wright-Smith,5417614,decade,48361826,9844543158015
2174,Barker-Yu,8647556,such,4566729,8227512099753
3293728,"Adams, Gardner and Mays",6171108,within,12552501,8201964037201
820775,Silva-Mckinney,7018247,visit,20197706,2550412802021
838914,"Sullivan, Smith and Johnson",2264043,popular,31709247,9130275073943
7177844,Jones PLC,4682122,center,9364917,4768796997686
3825879,Buchanan-Bell,2790421,lay,74274680,2904969126330
2714276,"Romero, Castillo and Murphy",7736982,wear,73489822,6914310681726
6982582,Neal Inc,5107133,beautiful,76943989,3219028193687
4093946,Rivers and Sons,652449,meeting,4339644,6971408501301
2551283,"Hudson, Payne and Edwards",9316872,use,46445842,7683716606337
5542346,"Williamson, Miller and Mcconnell",571345,sign,18895749,8410189002880
8608494,Edwards-Martinez,9680271,range,13472787,8826807697732
3482072,Dixon LLC,7328344,time,41891746,6874193342510
5844966,"Houston, Bailey and Brown",3444634,sing,57833265,5217332876773
5712255,Whitehead-Jackson,4664193,assume,6701071,3094321848908
365680,Thomas-Austin,3746127,most,94836318,59930575369
6351264,Smith PLC,4217392,reason,55265140,7382906013898
9897437,"Anderson, Fowler and Olsen",6833658,economic,54695681,8172986856596
7595173,"Cohen, Carpenter and York",4938287,traditional,17328382,3618436060229
3814515,Martinez PLC,8790761,whose,38221959,8540466206372
2881639,Gilmore-Rollins,9036019,plan,82663044,7535685962445
5428190,Grant Inc,8098286,career,85292559,2755968124911
9348980,Benitez-Payne,8313240,window,18746191,8013015651975
2752305,Thompson-Day,8802822,state,36613456,5467532466551
1898553,"Kline, Cummings and Nelson",8582582,fine,14810529,2868896031785
2294575,"Smith, Clark and Castro",1990562,nation,60186583,5330909889406
9873981,Smith-Campbell,7374878,build,52209946,4151391703247
9329494,Patel Group,7156287,age,18797478,4197203437979
1599856,Fitzgerald Ltd,2738459,goal,33177894,1569159392295
4446864,Howard-Freeman,3730183,game,25545759,2368944877992
3178826,Lambert-Morrison,9403941,medical,7322953,7395594917134
9525846,Anderson-Williams,6662446,ok,24187410,4875510482471
1670411,Morris-Ferguson,81125,air,54613815,7833432675809
2463664,"Burton, Baker and Nelson",7275487,few,98804598,5989701959328
4346781,Suarez-Young,2285576,important,70849643,223202793125
8358451,Cox and Sons,7502406,expert,20605087,4753143411367
6537872,"Perez, Ayala and Williams",5835525,only,79607892,6690204334854
5116942,"Gutierrez, Rose and Schneider",8769554,practice,94902968,1221211116917
4834618,Smith Group,6344480,last,17223401,4712334762272
6173358,"Hill, Wilkins and Arnold",557941,phone,70315805,2092153203011
2378183,Day LLC,4230176,chair,68180610,153579768475
7305841,Kelley-Jenkins,8445358,affect,51404418,3639588498838
7023848,White Inc,6114087,blood,59542135,2958011778236
2301522,Long Group,2811786,black,39501770,5808706249460
4857243,Curry Group,4886390,often,36807782,7502122074389
5450111,Shepherd-Jacobson,6098,off,90624418,2830834622148
181111,Howard-Gonzales,2210595,rule,60069377,8550975747277
691479,Copeland and Sons,7052416,prepare,77754371,9591667839548
8263688,Davis Inc,7649531,street,60846618,2389437422349
2123117,Haley-Becker,4540100,force,26837305,7520322119335
5777439,Harding-Thompson,1112874,direction,52011322,2700928364026
4166410,Wilson-Watts,4186242,speak,94705231,9797654315357
8116556,Austin and Sons,3057439,at,23199670,3137463491885
9994078,"Robinson, Green and Freeman",8901503,include,67275797,6543141224929
5020632,"Hunter, Roth and Herman",3830920,really,77645618,5915310670804
3994956,Dunn and Sons,9241753,itself,11836600,9322925822277
5954204,Simmons Inc,2599861,day,5083511,4727882274006
8027888,Blanchard-Taylor,6080483,whether,15605824,2755757491209
9586337,Ball PLC,5894960,be,19792680,4484172652057
5676270,Nichols and Sons,4106656,movement,32821494,1482922374181
6683208,Ryan-Davis,1413421,health,891347,398331784484
891464,Moore-Ballard,196914,rise,68873465,1315352124680
9098389,Mason Group,4218901,parent,76471204,2310495866959
3769672,Riley PLC,6969547,next,67940492,3903753895565
9643572,Taylor Ltd,5366491,marriage,75656935,3885174281695
4735797,Quinn Inc,2514465,actually,67657526,1901904258633
954847,"Galvan, Taylor and Smith",8195450,item,93027541,4472468975241
5195584,"Hernandez, Riggs and Gonzalez",9559792,great,94587875,8903736893560
662260,Terry and Sons,5745974,there,59305901,9948633992729
5887649,Wheeler PLC,8673458,high,42813496,5504758183130
7826195,Johnson-Turner,8893066,defense,57954623,2767798262420
4417695,Davis LLC,865114,event,14522939,6541520850821
4967534,Davis Inc,8090103,west,15584027,9592260809341
8237768,Cuevas LLC,3255918,firm,50596566,6207511111126
7856636,Cantrell LLC,5507840,in,81920800,7552534167851
2139859,"Bryant, Baldwin and Gilbert",3618450,political,9596590,8315627950431
8116296,Cole LLC,500802,fund,4627275,766000192861
8485858,Hull-Cantu,3988393,serious,67387758,8420402498112
1982556,"Woods, Vang and Pitts",8652321,customer,35291604,886688947125
2172791,Thomas LLC,4194783,already,61590922,4635403548115
5085075,"Taylor, White and Berry",5126096,blue,12954560,9160013074795
6088131,"Williams, White and Taylor",8346807,seat,89401069,6273877091847
420747,Griffin Inc,5407440,term,42711218,4305276109445
9606935,"Garcia, Griffin and Gonzalez",8895376,statement,1461938,3058049875913
1278491,"Johnson, Buckley and Shaw",2902003,develop,37211205,7156326462838
396936,Warner and Sons,6756425,note,45076987,2417743846819
6960717,Hawkins PLC,7144618,management,2583821,408145617524
5988008,"Spencer, Lee and Collins",1422643,serve,67137676,5392382405793
1969454,"Alexander, Johnson and Stanley",4497950,paper,13025033,6762616206496
4779328,Olson-Colon,2344400,story,95721658,7008612502590
4616988,Smith-Dean,4277613,use,79688727,6206764219174
3271925,Hayes-Lee,8814103,key,48787146,7926354603111
6792623,Fleming LLC,4367591,best,14893978,4154602695981
3850148,"Garrison, Morrow and Hardy",5156225,participant,69491663,9511749185827
2070865,Page Inc,74720,drug,97125727,2286049991506
9537157,Johnson-English,9289508,whatever,40521160,1112036535717
8084373,Wilson-Welch,6770230,religious,77696907,9108660213455
7982032,Rodriguez-Burns,7411593,vote,73829732,8644770563749
1017433,"Clark, Barnes and Ewing",3179412,relationship,81920133,2882029576695
251116,Gordon Group,2827727,since,32990026,1537890085811
7776282,Daniel-Brown,7581735,fly,40775085,3402890802747
8428896,Wright Inc,5736864,indeed,68269559,2086680937791
1580010,Thomas-Clark,602111,find,10331628,7520534939074
1803293,"Guerrero, Holland and Long",2595459,night,35585186,2733932098628
6477384,"Mcmillan, Johnson and Rodriguez",8252141,media,23164708,1553139960804
5019216,Murphy LLC,2706241,little,77948610,1813061122930
2142765,Gilbert LLC,7963821,say,25657937,83888878428
9728916,Elliott-Rodriguez,9431573,hand,72577034,326049903892
9534473,"Peck, Carlson and Anderson",4022057,test,17576397,5788051982338
8884127,Cook Group,8729987,true,80677757,4228570573272
6264379,Lewis LLC,6635706,sign,2185628,5033201931721
432421,"Finley, Vasquez and Potter",7552015,financial,51033683,6062048228420
2540528,"Jimenez, Anderson and Turner",2872353,world,11021529,3214695545598
7513855,"Estrada, Shepherd and Woodard",2254467,eight,87671677,3948048629575
9516465,Benson Inc,4530127,movie,9915899,8710566393646
8105180,Brown PLC,1551461,song,80666425,3151342499097
6498325,Warren-George,4553421,ago,75722801,8767668548633
7423155,"Clay, Bradley and Martin",762027,rate,15968955,692767932003
7888843,"Harris, Lopez and Vasquez",6334895,audience,87297689,9858191153004
1096852,Novak Ltd,7096224,modern,22101811,7188824082921
6871808,"Anderson, Middleton and Weber",4404963,peace,68218595,6901189175349
3080670,Brown-Freeman,3283851,light,270071,6209334600329
1280666,Scott-Brown,9979526,single,53557875,4979780486740
6691068,Williams PLC,9046985,maybe,64336925,9988380693302
8205437,Briggs Inc,1272502,candidate,78028169,7539723717464
9592448,"Mcpherson, Grant and Murphy",7333786,civil,33709570,5218184519978
1058630,Patterson-Brown,2222475,research,6673450,6809519704079
2202498,Sanford-Allison,2557360,white,18364683,1815366862326
6757677,"Collins, Galloway and Roberts",2594,no,11862696,2455999138287
1866317,"Mann, Wilson and Rivera",31048,walk,19020145,8971994056410
7888521,"Floyd, Stevens and Clark",1772384,ago,66250962,2393816623297
3804190,Gomez Inc,1029063,suddenly,59791911,9620157386299
9525263,Kim-Baker,4729826,actually,93294750,9817250069663
7434559,"Miller, Morris and Jacobs",6678106,society,20708577,2667973317769
5654939,Williams-Mcdonald,4143084,court,73361635,7421040099852
