legajo,numero
98539292,36928099038
84114568,22067018691
92433344,34012767626
34606851,92699189795
58702896,74595572837
29764195,50667379592
12150220,44691656432
22494652,86517165934
96282063,70683974225
77752386,74944957534
80353426,89285730124
83473970,54072721512
80374742,46191261603
17596209,41745369884
54798276,79917756497
65492283,29238239831
90667316,27303158886
2506871,38051297318
78616893,14533134747
49891312,22222855908
99566767,95267617740
12324615,25690233423
22110970,61140598587
81637482,86294697803
10878143,33506125609
58377919,12835523262
33425517,10245747094
48903656,46405815421
37325083,85713096486
6135356,19942377842
76513160,48726221637
59659369,27625462646
73988053,8967926605
16387106,70864642450
64309686,55031255846
63688471,10394174250
3049277,35279097644
43548452,72343233530
33430672,39853245237
86358013,24488723780
9980500,12557245293
42380620,15175122957
80599551,88039072666
6884789,95111344199
63890393,51958871084
39368357,23164576281
51960467,37758255804
94126614,97320065390
68647258,99977930804
10311688,62438525298
12315136,95672047845
36374867,1953049840
35834126,16906144601
12597789,75280614694
12298393,38117334680
39924781,74173668625
76843212,75051540911
58724597,92006470909
23364660,98151476271
90003955,90741974876
85769873,37394660742
18402305,15524683620
65981956,8967926605
75478348,18536202142
27294443,88179527804
71090861,51967412827
15267885,67655436487
17747033,95155382175
17437995,6125829034
66004253,35049453356
96869616,80005508807
64738426,2778771711
31605654,92934077737
45942497,16601412119
34729941,53231668969
43150870,80387630042
60228968,29486856630
67221458,25342689782
22321914,23311336570
39081923,14333812566
52960173,37758255804
1401526,70510538144
36550282,81947302572
25837551,58108603274
53417558,67633707215
68100017,60519185374
23239322,47129763849
27924650,36822306876
89147096,28913344151
11708711,43299680141
810233,63371505950
55975562,13539254440
70442933,45484320681
2567445,87223484510
4259611,42917869450
40220966,5836969651
68031922,18810641894
16647045,68859917732
41003055,9730703591
53025244,17751067867
28782361,40297919204
76449591,60592241791
5041103,64176981056
50416786,57700890340
95199737,20126911852
11315011,68250023356
95249114,5173772600
55815616,30313012032
9141371,28507604766
9252035,40402366881
68426523,61929472653
17529997,85839639596
32403520,50875796688
19242393,55719793802
89952375,78125221134
83192281,41162070692
89230114,88880919159
45162637,61879612604
4020617,24327639949
15074465,88458904360
64560957,44046876818
41266525,606677448
36601156,91079784972
82391485,71106834415
69276851,10879923850
35224367,62763946733
39467422,93008564150
16442586,65934176917
27828064,27802863730
58249253,30968379044
65616556,65256824607
83596030,44642285686
98334886,26646206684
96900155,34980115530
62302519,48680936543
1962158,34894378961
32231418,20087008153
88986184,51530530227
94408609,91244699257
49444377,37020072110
13057739,26520547008
19335675,3835878487
93132903,78090024226
25186971,62459786428
53320230,71315075566
48510034,85717206829
8041256,5180687071
87932299,61633444074
61276904,66067236175
31633070,41525690078
50441448,67411685266
3078831,3084533394
89891707,3240470792
87425180,32693587541
65493386,54053426054
38420687,52578043469
20376696,3161197080
41932488,1559848374
23618829,22003132828
23129014,59582172679
86958090,677687347
23269938,96273840906
63244813,15158238935
37191993,79828003756
29514923,73000939419
44825404,46252240193
81125000,13326887351
30513707,88586196625
96580041,69477215161
32095127,77578738780
62623286,84698448845
85143514,30478876484
40543752,90094323672
26103509,44680005131
12715329,26162305860
28422535,6645086231
20591124,50761919448
13871010,66883472456
51540207,32875772254
5542472,9397466003
1879000,25113966641
78476232,9959636625
74987864,52209315188
18467321,62868371801
66936395,24067655302
17390900,30017985443
50709351,99043984819
3388484,62967844455
20706749,47131137259
22217294,47032239232
29314460,69141205146
52245871,35568245797
15692731,8299166608
50012514,43444372832
82907529,82021219657
80104267,52118606170
62494737,65853337979
40732132,46016950944
46663330,73210772026
63234523,36391923706
28349808,73513301521
12042598,85002819374
63836282,93967169113
48386544,78357138206
88925989,7481516318
2340846,24130646266
73581873,23093137190
40484719,97728498987
69686604,97149556696
37813442,63163557921
83064073,47429397978
88949435,71515608454
18387798,48735289757
70187890,63200911830
59026510,60366584052
76977466,2700784333
18267337,93285074373
26258710,9082709427
64344893,89941241842
75940669,51502354549
61262000,3747730101
12831821,35236676247
16865865,56330129433
32872542,68124456723
31164797,7272013087
21597660,41262513781
49834830,79193263058
96099672,94232522871
86292,68835509675
21194119,75916638695
20878498,70315453597
1634779,72797446789
96895549,59175354122
3561551,24872541582
97323688,27657411577
72363002,55531213602
85015016,40539128401
19880084,84564926017
93914592,49861863974
78900438,94157230328
84140755,35107011960
26789593,68234327769
85463234,24674944111
5965794,4916960724
89990799,89880789820
2217218,45017259274
51895397,67411286292
64966577,91504883432
91500456,75481989380
96237362,39080078531
73749699,63248305968
2903876,10879923850
60548679,33393924506
15624804,72068621878
77641485,59234727252
34744644,81940437595
49530894,64924714984
72944322,32659484176
14135217,89153460928
79248591,73148013608
57497561,91403738632
34477885,56339783189
75777391,41857180201
8718054,84898168091
46327924,90702829045
1577688,64652644106
1413316,91620774572
82471934,23808333226
91835823,78371193125
51468282,26285918444
98266665,25327376153
46196900,55390194536
33230759,56527128978
4981763,61113109555
55201538,90058766794
23767068,39216125347
78424727,34645545688
27515167,62371041851
44489989,53867502080
98651684,64685694522
93767038,83941717200
61844052,38381975093
51955469,88259327029
84138581,64632047792
36440551,43918164435
12916681,91216114640
36733132,37012163240
4781944,38644190475
60263604,88109161598
56451842,29146722699
47446802,25686723490
17204084,31024016031
30346283,78580459088
95725921,57035082696
87471282,2438957271
2147654,37252653349
25289096,55530624875
51255984,28768751292
15387809,64698030375
17436936,20230329068
76001336,74536295351
27520688,87499051468
22795984,79628366038
4071918,70045918336
57668743,22421883862
16887605,56648861925
24571007,49133251114
79348704,84433140049
77014378,33670726737
86964716,92794007155
83987877,83551960238
80437432,70592200890
58642171,2406886466
38858893,3121622230
69811833,83536525910
78502364,63299021974
13328837,84904154549
54513664,68471987218
13916357,78570335226
29228584,78278565439
86660112,70562146910
32607570,17582032469
76572830,34351565675
6345056,26463746910
79182366,66227546683
94511938,78684413806
19998745,12734228832
46173962,90068694800
28869563,98926756762
9773179,76087177571
31472242,92729200133
35847738,68304566504
78065579,59702466660
52978311,40898657961
9305849,81177128156
71163237,23102698431
67232819,9795069345
64696025,75878546086
99887120,19993045712
62173057,32172744194
63152840,8686899753
20739353,36481797934
33671511,91969094630
99597780,32158664208
45359798,49628227738
18276798,50963482048
81075467,21909769755
95749151,47658917993
13066654,92048787526
40439699,10621174319
49747076,92003411191
67396983,84024141613
2389746,37452943496
14294531,86324351357
26142170,80854233559
68709140,1016111618
216537,84616318930
34721780,17866569269
4236519,65722278842
67349836,14030402805
4098464,57537154043
1788279,42328959396
86558306,56872031786
40998190,59081826915
12153542,59372046247
42675096,43901283696
5345169,9596351882
10400026,50506791108
38496508,93767039221
85627270,36032214810
35341293,43346277004
60750104,90126634400
96219247,38760739440
7608825,14233295136
13950167,1889594770
99504739,59175354122
27374120,43275290131
55103498,63526260465
83707424,74020824714
45985690,22679305516
74416924,50319484552
30998010,69212264042
97151106,32868893758
29086616,60476201164
58870461,61529246740
49969917,75568370090
30269987,82581941928
519384,47237099689
84930831,63833348519
5665850,47662297925
88005950,48112399099
76832503,95787000507
85614172,85821751097
94123988,55435612503
31337431,94989662720
8627103,70029295727
77238947,94301306774
54740146,80878586276
71660659,13609485920
11364449,16131745767
78840009,87811428683
8651240,18876304353
22962153,36150148146
38273669,70472356186
97696081,86371303565
5725842,16307103473
42537224,25801892064
97753540,66780722801
3278627,56858867698
20982515,83773329400
88112184,61914711637
89261299,8000199414
91461621,48113337834
14009538,83102496758
55448914,49252519129
68602408,77480773268
77706670,27825056359
62489296,35524505092
10152138,50014438776
48325112,76714525929
45668958,8769753328
16505870,89245923585
90498862,96994549462
73332010,51274804337
72571894,66711636599
75298889,25793386118
50731021,70653232162
60565463,13532543866
58123996,83981784924
60527667,2890617806
89614603,57726945070
54869117,75891365806
40384537,56168967264
51924155,43331040392
55347372,72935113805
53748674,21728371535
93010796,52603742294
5513402,40594202886
12354111,74930628636
34562555,42597337035
1507362,84724022033
81414425,70097235028
67153644,64640354156
59206770,81270888890
61785118,58436694692
79655506,21243651212
89566212,26931333504
20129759,55517887326
56885052,34405809498
49840903,89941241842
49873879,72373304639
23153325,2006504230
52720665,70178863444
24435308,55435612503
75753058,81777027097
76762335,43291354663
42426967,75421453525
45235968,44425278967
66514494,6232398384
49109354,53894525156
76234205,11468542654
29932356,60722005651
24456572,66147932665
32197586,77386517730
55625891,99204861195
6901542,39261565549
85614073,80949287543
56084576,3239218228
51871417,54734388329
18218445,7333271525
33701582,40139427931
69768629,72849982566
96960900,72536455436
46507757,8323929109
83015013,33365540488
2647382,59081826915
92073259,55766098489
52269468,44855992855
9350447,95724438675
9378669,69600649831
83021503,18027400064
28804627,30770413165
89451927,9692648387
98915338,8498996579
6307135,57965512072
24340210,94471671827
42881123,92818376565
44209262,1684240276
43541250,55482163411
51758070,38784544073
73144241,18504662643
54007122,58084089210
41078242,12816142722
73831855,46147853448
82592196,87699538758
32014039,23888217404
46384587,71601497254
85086251,7029015051
33942222,93607581388
48423415,14959900532
9402812,12088506606
50783361,8240595761
3098658,34479211653
85765992,22067018691
84607656,4324963540
28171828,28952359677
76488783,10712253958
13874789,30985965099
38305409,25907437779
64795846,57553916787
66711825,26495466630
1858055,93068855238
50766699,85240980569
32118932,10069945714
21407276,91155487712
90263345,56527128978
20570717,99671333838
42504734,34884809716
4309998,78555187086
68039919,91785069686
64278454,36072893046
4850198,94136183486
39893025,39989267497
45665870,18330055916
13182793,56677764032
70600478,4799926905
38266125,64275785318
32099373,14745768527
40595927,15898521019
49640210,42198533370
16179713,28771242833
26045613,73800884722
35128516,92367903094
74314796,64688547532
73645901,93495589407
78027414,38876254554
59384066,68083782030
35324500,2298283447
42158407,91094986922
22523792,17471774580
73477632,92899062517
19606529,57174899268
94569593,21438459646
63297389,54178622546
31788685,20150051294
68100533,61041563568
56192436,29739346909
99041974,20118440910
29655944,46106085855
23088570,40494117964
88132411,72431881883
39259161,78067633679
85951459,61526093839
64277739,34138748932
36263788,43242942581
89846636,96079382076
89884081,99060973007
94880437,90429710379
98381894,76298223156
63201214,99902878099
35034326,27457429028
61615624,27039281406
1120347,6136795090
75374807,36337583267
18197705,54552274057
58864563,48756011550
81169237,19187276651
98656540,13279085004
26964464,81281284902
27801334,27014914818
10118308,16023246921
61840529,95920295722
81726602,21496491583
45526640,65875618609
83361914,28793295259
32944923,53814891604
18594897,43800000913
14222284,93276072530
32234434,7577466050
57760774,4369400240
33239573,8478751626
76289132,87913429030
32061308,98252670718
39456498,47349276904
90805890,29582075422
78870766,19144263664
42268628,84681757393
77483216,18810641894
17168511,57882344796
72867406,84442760067
17193511,96630492864
19422926,29858614661
38008687,37850851766
78635008,56624759166
57956515,60528968932
88706640,68739244614
24672173,98609483247
54512170,22479008893
96411759,73982495768
21610307,55792937591
5057534,12248346272
59981596,52655330356
32242157,18940519340
97233636,91690975859
75143779,80125956861
58452335,913212776
98025288,79821646068
9662992,67116216380
2544475,27798279321
14373110,26558980562
8911213,92958763330
58692294,91295872784
91918195,49378245575
81970796,44552407094
85072630,5420514005
39327862,78046612169
11395325,80555662938
19493085,34449380595
94611772,73554034309
85041548,83278072183
66048850,65784350847
96111604,26258604707
3485050,30945026531
88059565,96598014707
91977909,18155125061
15789134,39919385354
52461401,67559821726
35808132,79547649639
61166934,22434220189
85141644,77823004994
94572865,57732046918
73686927,52197829816
7834453,91621723618
75639327,83584932141
66186546,19896296166
5099708,68350115222
64406540,78585658656
31707169,963080383
80378370,51145917643
78583819,32750864828
83126750,99902878099
79239226,46283089676
54536488,11584217984
29677006,77050661216
77041024,2647666042
77551011,44150551862
63273111,53004950736
98972368,80358320729
24627028,84222552044
10558379,59216313911
55088919,95371050857
18909460,99357043901
75485159,7395458179
22099767,57640586214
48861189,44207319982
25978869,45324192663
97850877,80560996413
7865632,72450908628
15009349,23368451489
56226588,70235509365
854438,6306795250
81381145,31307244621
56347548,64823701950
31769772,65679853400
82373637,21309795788
23977670,43786910170
3755487,72840918644
58557676,64309523774
41249391,97367287013
78805928,60776394100
74964724,13889233822
43725618,53060514164
79005534,21739934012
28577486,12719099630
27446213,89953447045
22106261,27988403024
24061288,60348578275
11851250,3748811949
57037237,3336018246
53836317,11346941207
67563577,89116871929
37027634,6047435158
65972634,2581188723
45790839,78953716427
29992086,64593440173
16076388,57052444264
63399546,60182566802
47380225,55160620905
94874151,47970361805
96167948,1583556134
86185381,18735818337
35000915,54526658171
67102062,421147130
96195638,97769676180
29426845,61088383948
48742438,39364422324
53423104,20086218456
25733898,10712253958
31815313,21831057553
62511834,31632202972
85535150,6348302632
85868610,8686899753
2603455,71319114777
22961512,55463819535
16988633,8408164721
26747350,32015187320
67974191,93746783903
34730904,34485242397
96231137,4370747829
67114783,72442237549
3795992,36304471386
24961504,39681804807
99972561,34202655155
61271966,92447487173
27577253,49725574178
76123998,39779189071
17883297,1495019821
5784880,51457672154
46488249,37608546544
56414685,13609485920
85064136,89119414384
12427552,31657567133
32389687,80694420919
21091671,41117821744
53643735,74053972997
74137505,99178979483
73244879,22874705168
53994734,30136247044
86011116,42131350304
23490763,33193874486
31579874,41016769666
14678029,12572925381
73679872,76658238923
52311417,22558524431
1338387,33568586366
91524587,79499129320
45336643,82069599825
99462915,29276830207
44483900,87178580426
20173404,55755226478
90496712,22510321688
63900991,3812664872
29610811,53626203316
14737044,88529112796
8352025,90220203520
37173431,68682678551
56679209,20103854202
9914571,88767565721
6936376,23603314227
33601282,87178580426
23251498,54315201504
1109374,48754735097
48929067,42057259744
51217862,28674179401
34215292,3033448303
64584513,13410955292
73994482,58515628347
45124380,96567385005
37283380,913212776
21175541,54437072313
26843370,21524312046
28906142,80995079647
63161604,14688585581
62661308,19289262087
96813530,94748224377
58993210,49966318475
94697057,49492096549
35585186,27500850158
5703963,76215667291
6497644,99738290268
84369539,37431147639
37115199,95961556197
56841184,96311102119
43809329,78758457384
40062881,29389283664
72316495,37576954172
61421127,66715858998
52014089,29355245318
38560834,90060695827
28552856,57740721703
75146696,40582097357
35372972,45003843246
43876182,4043857309
9279163,96774884760
40168730,74770861658
79305642,19993045712
92868009,56393651890
8293527,24902474276
36029369,33529116306
79047717,32983665158
496912,6551553611
94947267,92296355195
48509718,69369693021
39393268,31283841349
88716478,42757060919
92915932,35775604215
56439096,60053992121
3122907,34899251647
78872171,87811428683
11142746,24359608827
3703722,33645040395
81558757,23058312632
369867,87181800070
8100716,61291184500
74581977,33423628109
57775863,9555564822
67265349,44046876818
79329231,65651573063
77563204,49831359285
28503874,68642667626
77089912,10092575804
60963702,35631539041
17536625,68602185240
46010714,31611525725
67157202,8588816730
65392896,25237606046
24102785,41920905475
13543662,46343092724
7147472,5014021596
17419725,69632983256
42252931,82418636976
28152573,22231371940
90931888,9204269526
42559146,57478261620
66569317,49952178420
3348772,16246990150
37006651,53614363749
83864042,45604065361
82633628,46506039966
91142256,41548923780
38689268,66711636599
97995911,9345972585
3896449,23705283816
97541956,83660101373
54062765,68674819880
70522200,64213646952
68362363,55093456672
56030505,54389218665
71874178,8196232309
7733562,28343674698
17070689,17008545213
34594383,82039325992
82964351,67442240141
36946925,3556145936
62518595,41121458376
30625539,8311457791
41690221,4114970604
81543360,21926865284
34411295,32278235595
83327582,30129967215
34969722,78361006044
26576549,85001525083
47898336,53560020231
24870428,44855992855
83877377,25460276014
76481865,709540824
11011124,96471622832
71730135,64247052086
54691955,57502174622
17690190,43028711760
87622841,77720252688
31590914,44680151891
82786353,97596154968
39535046,62199692170
44415604,55574496563
11570210,47515968218
49850164,1069311413
77938941,86901459830
55120754,68475833273
92776884,87711465880
4448582,79520215365
8783984,59635949979
79250094,91597403516
25717383,20103064281
55942338,71181810099
11821030,38501277724
83725622,82286829288
71897863,20424633940
63448843,40054581092
98640441,89103976938
6348102,54540895432
78224808,83956710244
63689317,35256943912
91381456,69366552461
12565773,99788235343
1295846,70528690542
16615991,32995154838
10352269,82589377152
65878014,25695653879
36537889,24654986470
12625498,99553879944
7548379,29752767789
90496628,15524683620
40540145,53546227625
52492256,11101290817
18486785,34814525756
53012687,67634095602
90308992,7418643874
63350023,33992669298
33914783,97212150168
72809837,17591159807
84574992,31133388512
66272670,45940690672
98237923,79463920956
68278842,39662582588
90624418,91569023944
82672640,12758404103
18282389,73384304063
75318120,48386122401
90545689,26619411789
10867586,7055356346
98238224,66245588286
68199650,31623141233
29745453,3262151350
22210915,48269597129
86117798,39398625916
55356212,91572139070
15046764,9297153497
8128082,8688660901
92317351,9596351882
12456253,29820232865
96154230,64296270920
77254996,63874789820
64295771,17136383863
3787341,32915741629
28439700,12559620085
48752180,57687113913
83845439,62596877951
88340040,57052444264
43386269,24953368591
49342344,36277221951
16908484,70013250372
6661885,8466491181
20259643,2159134985
17421670,66317895703
38460716,56313941151
33644392,37922562788
56317299,31060998850
68097772,45285259431
86213671,67800254672
44683776,66924484570
1818481,28098391624
18602961,72963908550
21670514,69982726031
67565301,68853383950
95479154,98394958221
98061776,56988704874
70041804,23713854244
77385132,88095959605
90194489,32977852662
17760003,69304659297
84715971,5726408037
91504471,77298196088
91154987,92798674492
92488658,5549062272
98182928,39399139301
9564423,39370801956
40747381,45957920678
95151482,98988739559
7080035,72891637192
42881383,2235260958
80345717,8957899256
76990000,81947302572
77702629,79523599993
34505834,6164793666
18695806,1967716220
31472038,99941005835
88416647,15721078533
39331330,64240371220
13206666,19731804562
94280367,61884139411
96240693,88224818911
46118057,8574008865
61347292,97238979794
30732579,48118356787
25265380,97323776358
41731419,38491937311
64613579,37681464873
59778105,8371434138
70686539,8166481093
94440113,25825913602
19768350,79584302353
35185065,35579584577
40123073,17479772717
57888720,22698434321
6057555,76266657278
42857505,93419552864
60811117,4475346271
16424729,58526942041
13663932,93852422784
48734409,75941448418
76881528,53256705589
72937393,43323613097
65955869,46744575282
36788966,53273984608
21966081,30544933223
53243449,17548905510
82221418,40292500917
56046341,76551241722
84423047,28541738034
64357266,60636118733
85903486,90711879474
61996461,917774676
29869660,76273777131
49363032,22588713543
63371856,13714453021
15640162,27605897791
30204228,27920012039
69687655,65806786629
68283034,42347268352
40769028,35288627484
70717764,80560996413
95245720,34719684846
77019418,31612022101
16179989,92277316227
54995138,24598488928
76398526,25018380074
62153546,59477741302
33240429,63874789820
41510298,73089357542
35038133,95653984523
90283652,22922899184
38921467,33138799773
94936450,2311434806
19512176,8418969076
67767998,8105476746
22733116,86864463138
46357250,2406886466
49341393,17485454537
39962118,4424858911
9622659,86190959343
26655772,71330836001
97642417,17365159580
76574204,12664579115
41516363,32857767465
4311842,86536359616
36112268,95586695321
86885020,61093073827
27827495,72133518647
76701735,65391764431
73943350,11882262920
83028909,43180603786
37574668,97522486797
32418662,62319763760
34758254,56518679586
89828718,89591671757
27766324,15659528754
40262453,24405399351
77137433,46786398319
85725173,5409564664
53903670,41107845282
56954312,52936053421
38978254,16762632045
10395875,67333507421
22643536,78233820631
20213200,15392599615
42292352,27238760080
90882161,21782452975
36915679,96331866829
2474666,17249156148
52009209,42860094038
72583194,15444242783
99721068,69155662468
8879422,55300911697
81858006,95681972035
63975877,22565152678
3361476,94891247101
24868948,76781956789
77469864,3465999257
13600130,61935498976
72866527,11587253098
58134302,26427930831
16493126,15335808934
27171985,6164363426
64262420,90791003398
93955745,82099150601
17879269,45130036842
3589661,57478261620
61639572,98359603024
13562069,4279439767
53956459,47986397689
97291467,60373439912
52469234,87724884572
71034406,1068700468
75091292,86766065657
84723125,13237148096
70800345,83877628519
87427382,7914200983
86493836,64015760549
78470443,7294531197
19337199,37285993057
96043627,26424823607
77565706,16399366884
46284215,72023795350
75760745,92607254855
16400884,38939148490
47977159,61785048279
51000341,36546955071
61077049,64914210279
93265272,19906710261
21661391,60198257594
85036203,40771424514
12024693,69837660063
42219480,26284692561
49565788,40410990057
46415169,74752521296
3702956,92262917784
92635613,29732644591
29916653,69159082376
59673831,9099535928
72861186,27374347297
84304428,88040778219
77192274,85445492425
58098857,59296257387
23546379,10082732806
77615222,99919173490
93127453,26901219071
65815692,23553551857
88867748,63163557921
8052564,2456108814
25270194,78081787966
50983363,22495293718
48352050,4367541447
4731494,58881536374
13169613,78838268181
84335782,11633211089
65080171,69106237067
17258603,1723949877
64137120,60789335804
15460145,21623029928
16192515,47032239232
25369574,48525292704
64207659,87301147257
6842555,27461330495
65771950,93971840434
75968188,50442700705
14023650,42536126396
8863372,29285523813
16718586,18859889623
9118765,13636370348
17731461,61705969281
74120053,40590026009
55259587,49509084706
40538185,89304872872
83774009,96490942302
81647831,67958365668
56295443,90596636427
88751664,14205374285
30836179,18237320473
86839566,35771861373
32196786,34035669199
19536454,35344752891
68432397,47576232699
76642606,70592200890
94553499,87035727518
37993295,89022220866
28643395,7009921276
91994512,89491979522
96539337,23834673348
97597001,93727484095
5307899,2243154271
1240133,33549367632
51323189,12976121923
38604120,14840155211
3349323,62519225227
55254506,27852842649
28114769,75614153930
56269786,8157065287
76725274,91690975859
37630285,81072929359
79093260,48151919772
43079600,2590798874
56229137,12619224020
70694192,14049385199
49006137,91951504763
96328059,1790466434
96066646,23751217200
79820285,30708223274
95781896,28506635356
6950888,28620981428
32153201,34698251524
66176773,3700900779
79279338,46469144375
65030388,12175828378
8048671,11138578810
4619096,47903531210
81738116,30772109133
95444249,28757305442
24202916,14902441700
54881518,63600255310
12740499,8263215827
64974651,64066614912
51631582,88580111114
40629352,87645796416
67534609,23682002703
6870523,78006863791
79821897,33425833591
85087010,62390382549
22178036,96291232707
340962,11955964395
72294997,31235560132
28466378,75055822972
56043561,34262464992
37432095,94222243118
71762277,55368395851
62554849,88874177720
75345801,60721655095
51728152,68531066152
56847803,81935299165
68889692,94554740342
35623945,64247052086
80750401,60041932105
46591723,69732640251
86608484,71245527955
8219133,7456574892
19804543,63128342891
79168535,73896978640
10931856,37906830625
46515184,11459951447
92668632,9030280508
61862030,79550847925
96418241,84070321867
69900499,64945866172
81617672,10073760760
91273936,37312535395
84544137,51967412827
20205671,6551553611
58383247,9866332283
15087249,44046876818
93426387,90591161752
75545274,40771424514
41260168,88024360320
17171859,47860115470
19491318,14587424405
97282619,4290943596
36655709,56173559265
28200270,5525016038
47862549,83229087543
70740828,9101360474
15416206,67432534263
77254592,54964307136
87914769,89833734125
15255831,4892879591
44487438,76501409677
75176393,81294442658
66297203,55454457572
67680961,31302509490
38769373,71990766865
27803543,4821777706
27525711,24279208943
75145891,98904441437
40170082,47668872183
56252286,59875236192
37361169,5383204556
12434319,27441672921
24497595,24535872
73895628,65125183153
36391487,28609765788
88278578,98655703627
52835993,91321732278
18323768,73987781923
59777781,17002344338
97737415,68951582486
17533404,84663713580
14174522,79520246987
24632202,3033448303
8624634,56756168430
73326134,1732363969
84234110,90509939178
50198664,73342464807
37698537,66943956016
80396170,40124809766
78638693,76614920121
90821837,96099443917
48235772,5962655188
3050774,43901548116
25482023,66237556062
58762772,54829472557
45983805,51669260009
84104900,98355955600
59555596,13317174525
6200838,56110964399
59380097,47710177592
92684857,46133258942
77299499,84891567328
89649996,23364385597
72484890,44743642452
50985135,59086465417
38996498,45781906879
57961468,26986546867
40527366,19255992727
33490020,95072718010
78895268,45700824458
800728,36229686378
2373917,76543529961
51602709,33989906534
39698835,67389641993
55380024,15833415749
81970218,1100480920
78910640,27573598294
42591145,96962008060
88186874,3819521429
14086825,58330001469
47379560,25762620009
39296376,6973891370
91135241,66227546683
49002529,18660657899
37809599,69019341955
73465184,50246768979
54777088,79783460304
85015665,82275739408
45617225,37197701936
88526831,99542077438
10534621,96672959478
24183688,39823132395
23651494,47589088646
55466352,97101492307
92636103,97705453385
12254871,13360327023
56819352,1379859974
77786254,79310395567
39165473,10522338532
8220405,19574042676
64390454,8376796529
28202463,96322591348
17707363,12476825918
34729262,53095007654
94065221,6592045368
71133208,29378989624
18279982,6143374836
90150569,31332938463
72953023,10040010078
33700105,13705268275
21556742,95409426927
31592842,65026322463
58102712,40262905878
70724625,82302687281
41412581,50141790246
56162806,49273959138
13455810,69510422257
35830353,39088261831
2649485,92696279915
99396301,16717266674
36978420,298425417
14291560,96587376284
83931182,16246990150
76841390,85184523861
96440035,32800889281
21532343,8954235228
55761351,31173745278
44251476,29732644591
94418234,19686984541
77045003,68131402227
10350039,23113528827
20779440,23328694706
88641423,98667862853
31411644,17500109137
89879524,90677058520
27509557,5950249004
67968136,92501689068
35185688,42614841347
51949232,62738786797
55321914,78852021041
71176571,91186871908
31723646,47999898904
35484119,60789856722
67435038,58717913213
70270612,91726289584
86759506,74320800151
16932186,30247649212
55694530,53337478816
48077882,50543275591
1467859,65907336701
33852910,47751737360
20778023,24686302425
67628610,92981798165
10313790,55147712288
14067911,10586752953
80937014,82527666619
5618619,16451797988
66155938,46490545011
79500231,91698357742
8693411,31521835085
72765245,87469111890
65164909,83659926498
1393396,81367999420
28789507,83781883228
68491859,32220316816
67383617,65473672950
8417930,91648024982
78016848,81748702381
63051557,39467285362
20941036,64054499223
56052583,86114389510
41156497,36120792173
85286800,7362470689
96094731,1764552229
19712048,41016883036
83412783,59885746281
72963919,87019451050
54779527,10696585491
99443331,39398625916
98816985,93680863621
18392507,90032737356
44169789,85095612227
98759538,16724515614
26497855,41192445783
19737852,97142793209
95209347,68304014471
588777,56846193009
31071215,90103902566
17109951,98379834553
74486150,7311670891
95763891,77595486392
87286387,34694222501
88184204,95656681083
37885756,76334811014
75631527,95306649360
21416312,20916001610
36480303,49510774676
11207475,73277919762
16794904,21108330828
90539156,38485361512
70775505,19694195592
73414350,84701003872
81707265,84641150176
37940163,57780992698
93913503,49831359285
23732822,91664170837
72747958,97006866879
95114545,45617882922
85621303,11866265820
74411028,75057224563
14268710,2437311384
51823181,93650273577
22931294,59367287153
36166799,69459421647
97549284,34511155196
75211618,40879531451
16773059,33074467559
42357564,40043197033
30184909,83877628519
9157557,91873966272
66482581,44583768246
20306269,8709108735
5279342,81092540864
81325119,78505595884
97994410,7170803104
54576235,32048392516
92332671,25751710397
78630333,4813203406
22583388,27279228555
45054682,8728448197
78183373,94146432323
19775116,18721639627
52247233,60649586668
1182438,93820499095
18701440,55240968844
65026944,26009807863
70319592,70526014473
11295168,57071269927
94130181,9855534926
19888327,62820351847
36398218,66945670421
24527020,84051215629
34371832,9506568289
24756656,71113113029
48218328,5234862862
56025178,63139861718
3501466,77823004994
28928110,4954334773
38800832,89361758467
47881230,53266423011
32983487,31363725694
41295188,51298696960
7170037,65808165510
19664243,76987034451
19511749,94576904261
3543172,89165843000
75090208,2174486665
51131343,40713842139
43193990,15866749302
65703182,74570720815
85120099,47860115470
71971067,22901883337
17235113,20263882719
57247527,74286004861
72032710,49995185216
69462460,14538531349
95947960,4478629746
95236167,40870773402
57693443,15390825881
94420076,90326605995
32237561,55147712288
50161261,130228229
73823281,55144453544
90825292,65540548192
984563,97736015885
92970227,91989168684
10705399,77080085038
74699338,20445943288
28804467,79866199901
40007150,22334191066
70704801,39100820840
4232711,48536457832
15725766,5608210665
48002642,86221158529
82458636,31429272467
88174896,87736881974
18382720,88081468212
29796992,14633841700
5582060,4114970604
52249303,28093671227
88146755,71868038800
81414745,26163766032
52035819,7013256119
26233320,23368451489
40021266,29862856682
25993127,14927889383
98076919,29536089665
99280660,57894969593
17188757,37651663030
46368291,8647018737
15305568,62368960475
98152472,81724772289
75987348,67957373781
45107281,34820302207
18598352,14686361339
6641011,87553007612
17847304,89686516099
36299589,17892405633
20454416,89374063130
3009627,92861189234
72772187,56724164984
98600129,8105476746
24446385,32949697928
57957189,39437699695
86121869,61609898682
44295959,56640472672
79605382,20684663290
87049563,68300474624
67593138,9822534986
42999338,99713239616
90512866,50393253113
39729185,90232935421
8947567,94860433505
18601882,23827651379
92749814,67458595487
39058836,30863303000
48217412,72107625060
71445974,90728179707
33621744,39467285362
91152319,66511068722
13341580,72735730459
43638358,98165866969
81994514,79118251277
5243960,17160612471
