Nro_Obra,Nombre_obra,Plan,Legajo,CUIT
4058297,"Hebert, Villarreal and Day",size,37128528,6666489832893
59726201,Allen Group,defense,17955599,478258387363
63778204,Edwards Ltd,clearly,47485238,8316890740740
8562942,"Murphy, Wood and Ingram",push,56456609,2944466366673
11613601,Wyatt-Bishop,someone,87692251,2070868921661
85556844,Martinez-Evans,character,69237735,874250320531
67946629,"Alvarez, Rush and Valentine",box,50264845,418119205713
26957996,"Bell, Tran and Porter",full,76467633,9988339111049
23465419,Reed PLC,hundred,20214916,9116649116192
59603889,Fox-Snyder,middle,54969320,5892877380875
98538145,"Rogers, Delgado and Perry",something,66195993,6891825152562
70720201,Payne-Wright,lead,84578266,397477164936
26296438,Rodriguez Group,have,90447032,2906499199833
23107411,"Kaufman, Moore and Vasquez",sound,84533349,6586596369359
32371821,"Obrien, Morgan and Skinner",tree,82665072,8319949592654
58905125,"Clark, Rodriguez and Montoya",character,8834777,358580286116
25048801,Weber PLC,rate,23052669,3701073377573
93605514,"White, Lee and Howard",by,64084105,4973077171824
35808118,"Thompson, Duncan and Bautista",trip,78332278,5892422136903
78341357,Terrell LLC,girl,28236585,919489892943
48417609,Peterson Ltd,maybe,26481690,2961593149719
75195525,"Howe, Mclaughlin and Butler",education,16283743,6959720576129
55403797,Kramer-Allen,suddenly,49074245,1778287053625
72071281,Buchanan Ltd,east,51940690,1586105475678
39698715,"Chan, Pierce and Sanchez",two,4485007,5543382013447
60862328,"Craig, Phillips and Barnes",stock,78583157,9922447898236
97472220,"Graves, Jones and Johnson",event,11670451,889309987587
64471419,Nguyen-Baldwin,tax,34273523,9747348031079
8101636,Miller Inc,each,39247269,926454064369
3971293,Swanson LLC,hard,87035091,8955189412899
11845985,"Valdez, Oconnell and Rivera",value,57919025,8894846633100
41679061,Pearson PLC,party,21915328,3930282216536
57465806,Stewart-Romero,safe,28998120,4052437887691
45629198,Hart Inc,let,39288136,632387482069
98873554,"Franco, Vargas and Garcia",key,56438166,7403204155493
23443107,Glass and Sons,bar,64923691,4731283779062
60901439,Moore Inc,will,51855246,590656603150
46328619,Simpson Ltd,mention,45435354,4103891573507
43260597,Carrillo Inc,moment,33245923,3293076031815
26320436,Davis-Giles,member,69381902,5937974291875
14659405,Hendricks PLC,return,50451910,9480865771682
32548140,"Brown, Nelson and Wheeler",tree,47386505,6508785966810
91615612,Davis-Reynolds,hot,85903486,7642825214591
79206946,Ballard-Edwards,agent,91594677,6256526637214
1718804,"Hernandez, Jones and Schmidt",week,64930895,3511557209746
74835319,"Williams, Doyle and Reed",everybody,70881903,2781824137833
17946898,Decker Group,ask,82339148,9342005293475
75077781,Meyer LLC,someone,75212876,4552312783038
9493232,Johnson Ltd,top,19290239,5803478651656
27555266,"Tran, Rice and Snow",happy,5753364,7881062324047
60484267,"Todd, Reyes and Russell",always,58791435,9886671914639
9497816,Sandoval Inc,adult,75039990,4129833671822
72227006,Marsh and Sons,campaign,27580959,8380867120424
18157217,Cook-Gonzales,cost,33248857,4741941394925
44406368,Johnson-Willis,stop,49593379,3864910402303
2554665,"Velazquez, Clayton and Landry",every,11157197,8156496301267
6647593,"Fitzgerald, Foster and Thornton",interview,47865659,6206764219174
91547549,Mcknight-Mcdonald,exactly,14588106,3945554456337
55432840,Williams-Murray,point,84516974,9276285489111
53714459,Mcdowell Ltd,into,35865877,7167240869873
31059534,Sanders and Sons,build,97318697,6933000171319
10575441,Martinez-Hill,player,29174965,7017602511934
62903811,"King, Camacho and Townsend",know,79817422,2938468453525
76337142,Thompson-Abbott,every,93822360,6643343537520
48208396,"Foley, Washington and Hutchinson",collection,39578843,1801429177191
50539416,Rowe LLC,seat,48512592,244182769408
70595771,Gonzalez LLC,kid,62710519,5423941515423
7538122,"Smith, Deleon and Velasquez",your,43058356,7916443681324
73959831,Brooks-Greene,expect,56815238,5884500764504
46648478,Ellis-Mcdonald,until,58687510,2036001398126
82875258,"Smith, Brooks and Ramirez",wrong,80787989,7044214038222
23666646,Molina PLC,ready,37002241,3585234615919
41115339,Williams-Craig,mean,68174027,2501478148601
47388040,"Macdonald, Haynes and Bowen",son,25445066,7060688407760
10751311,Bryan-Kelly,consumer,41037453,1943636684263
69912823,"Hale, Roberson and Murray",general,24938179,6898922631400
19401480,Haas Group,else,59694510,1022960497241
28330666,Maxwell Ltd,hospital,27973042,459725534859
50464661,Robinson and Sons,go,44122684,8731406384131
3462899,"Cortez, Fleming and Walker",trial,20557936,15032966922
90299827,Morris Ltd,energy,1659413,1325238035515
25065718,Kelly Ltd,first,69911664,5573267440945
94851903,Mckee PLC,knowledge,24782758,6068106494617
27557597,Hernandez LLC,discuss,10787043,2810850294861
51101866,"Hansen, Carter and Buchanan",continue,47061819,3401698134142
50620269,"Flores, Cowan and Wilson",power,11910794,5784952267905
6573879,Frost Ltd,floor,68207383,6143230271498
67749724,"Stanley, Park and Moss",year,49130071,8308643329773
9173824,Elliott PLC,recent,986557,2224560762558
49650030,"Jimenez, Williams and Miller",sell,74056809,7302401632308
30614565,Moore LLC,father,3016260,2622235463748
55827193,"Gonzalez, James and Mooney",fine,48217412,8624430617166
57526002,"Robinson, Smith and Pitts",soon,9322709,5779454042590
71356567,"Fields, Roberts and Brown",break,92816681,7632183249056
85643092,Lopez Group,democratic,73191796,6180718943988
18557387,"Hughes, Moore and Martin",area,30672122,3674785975732
24238522,Thornton-Davis,foreign,78160896,5216255366311
70779634,Wallace-Knight,third,53037999,7357663278897
78932701,"Thornton, Roberts and Flynn",student,42835908,8266960032050
58154274,"Patterson, Benton and Shelton",loss,66945190,2921198863774
24877904,Schultz Group,allow,3544921,2558111312768
83209688,Mcintyre Group,day,19482584,5318847568761
24918472,Patterson-Brooks,tonight,96508079,7149982857931
83183390,Miller and Sons,yet,96467858,6892367058403
47484565,"Brooks, Garcia and Vincent",left,18104875,705994245637
16779646,Hawkins-Gonzales,poor,18880014,1304447979665
98886020,Jenkins and Sons,special,33428741,581936931309
88149878,"Harrell, Alvarez and Jackson",yeah,91404382,5546019700639
50317791,"Barnett, Zamora and Rodriguez",position,65026944,8221821088255
87481196,"Christensen, Jones and Smith",environment,94854124,5989623992220
14334378,Leach-Fisher,health,53387871,2633894261793
38376421,"White, Hicks and Allen",goal,73867201,5085727017137
46166144,"Robertson, Mason and Garrison",note,80228729,7635531167769
84427605,Allen-Contreras,themselves,49858512,1972371636625
90101439,Scott Ltd,cut,68830603,8740789945535
60709137,Rodriguez LLC,billion,64221813,4366954674799
26204534,Hale-Rogers,environment,99568339,9270641562781
70183198,Martinez Ltd,both,8709508,1740371839270
28156319,Cantu Group,hotel,53398132,7348722821485
80223714,Rivers-Thompson,Congress,74987864,6760033092112
35213108,Jarvis Inc,ready,65615620,1435252091906
78834833,Watson LLC,make,98381753,3913634164862
72149856,"Horton, Shea and Stone",bring,1107095,3280468602899
76581555,Miller-Brooks,life,62774591,5167850250612
10519177,"Sullivan, Mooney and Williams",population,31650330,8833035524401
57139674,Vaughn-Thompson,minute,96390106,2897548506122
78476831,Haley-Briggs,ten,5245351,3867847321929
81199640,Fitzgerald-Sanchez,technology,19046135,2506489093431
36933536,"Haley, Crawford and Morgan",wife,19243138,3120480824185
72836825,Roberts Ltd,learn,43363992,5153718645159
51644595,Skinner-Sanders,system,84886857,3775918848537
81111131,"Snyder, Kaufman and Ali",either,87314293,2484615790789
73079696,Smith-Jackson,hour,56489266,3058049875913
50930218,"Edwards, Gibson and Morales",baby,59613200,4742254941824
95459755,Ferrell PLC,daughter,67043650,6900367896794
34881140,Scott-Howard,discover,45207486,1314884277301
21970563,"Gonzalez, Medina and Rosales",environmental,29073433,7443652627601
74219935,"Atkins, Ward and Watson",skin,7166767,679924261832
83727405,Shannon-Palmer,throughout,53209708,1022144150412
58352368,Bryant Group,when,76725274,1476812530191
2154315,Watson-Vang,save,39334312,1244715678220
56547871,Fischer Group,people,13084993,7396494567141
26691595,Callahan Group,benefit,10424376,7514400348753
19864645,Ward and Sons,long,73535457,2699396469425
95632937,Fuentes Inc,wear,80068480,3842725514336
56229372,Morris LLC,save,19022127,9901828377544
86063089,Davis LLC,third,85899892,9557560255761
22716057,"Smith, Lopez and Thornton",she,4546925,6957943203646
43857496,"Cruz, Smith and Shaw",tell,58764991,5570922417192
98492959,Bush-Anderson,trouble,33316457,2995769357706
78652657,Singh LLC,else,57166147,894430631882
12393893,"Maldonado, Giles and Jones",quickly,63804497,2462064362053
18374462,"Garza, Gardner and Ruiz",more,58866090,5903398541101
58396243,"Hill, Juarez and Garcia",career,44064857,6841835470624
75062640,Jordan Inc,her,12291000,9222467448969
31278600,"Briggs, Morris and Knapp",everybody,12848072,119120977157
5966851,"Smith, Steele and Weber",PM,87294651,2774741481207
3840513,Rios Group,key,94041928,1957233859592
49997958,"Kim, Willis and French",since,36124946,7165562965716
38309452,Jones LLC,chance,97729732,2604107007023
35971125,"Brock, Collins and Cortez",commercial,33533770,5085201982847
83040603,"Barron, Brock and Jacobs",commercial,42305801,7110902297294
8509966,Sampson Group,mission,36833582,1755273375049
38807625,"Jones, Farrell and Gutierrez",mean,69206025,7748679719189
50014972,"Lewis, Mckenzie and Elliott",give,97484543,6907558633088
11952517,White-Morgan,difference,46681647,1271507087751
22281879,"Mccormick, Lee and Conway",bar,5073225,1867057250464
67008718,Clark-Jimenez,Congress,28851632,6094114485330
7736344,"Anderson, Guzman and Mercado",woman,91321228,4170713378112
67712941,Keith Ltd,rise,85269296,2919390831906
84200177,Huffman-Simmons,mind,49538481,2675559284506
20802440,Gray-Torres,small,50916641,1935293885776
6532899,Smith Group,by,80064833,6993587863313
87804014,Larson-Kramer,section,72671261,2590974766126
6127845,Harmon and Sons,life,65012886,8325156959472
88621554,"Lee, Blackburn and Elliott",word,45911478,89360688111
99346882,Garcia-Baker,writer,61902148,2578091906078
73447554,Taylor Inc,ahead,85362996,4838718312123
11694684,"Fischer, Caldwell and Howell",Republican,52269468,6153126422561
17447678,Murphy-Bautista,decision,37125127,528432994324
88959761,Brown-Thompson,significant,27529879,4850922184764
5750355,Fitzpatrick Ltd,side,64329020,143624903886
50711408,Ortega Group,enjoy,90800888,8922482763706
54182508,Day-Sampson,onto,87772294,277500813917
88982476,Sanchez Group,accept,5786666,6949289090837
93200843,Turner Inc,condition,6325687,153453187754
81568358,"Cooley, Campbell and Jackson",task,6052880,9363379589449
78807570,"Lopez, Stewart and Yang",learn,88712792,2081836264000
58545816,Mejia-Le,spend,36831953,3646401265161
17168552,Montgomery and Sons,capital,42950470,2333976709473
60607144,Le Group,rise,80111198,1075528907345
44289832,Booker-Cook,grow,30543504,9406136223403
93942900,"Smith, Rodriguez and Baker",do,54406001,1053577692983
87158397,Smith-Dillon,person,98789743,2112546849645
90383579,"Hardy, Guzman and Anderson",thank,30748862,5693924914860
57969140,Stewart LLC,authority,13895384,7302192263525
5220320,"Castro, Miles and Park",will,67286485,4376831232227
97716052,"Burnett, Soto and Humphrey",stop,62706808,941283537072
20736694,"Brooks, Lambert and Roman",weight,97065731,2541219302509
71291456,"Barry, Butler and Navarro",matter,89014812,4128476572998
19068103,Keith-Hernandez,open,79180553,3019258247800
4189900,Cantrell-Martinez,hear,18116875,9948633992729
85001358,"Lee, Arias and Steele",should,83630073,720586980866
65674327,"Mendoza, Holmes and Atkinson",hot,85394610,4079525204764
71614178,Morris-Potter,week,71541503,2135076447968
33642907,"Riley, Austin and Brown",political,77568805,4608887947009
60152180,Fisher-Williams,race,39480140,2437366852701
80524623,Hill-Weber,close,32130425,1972855570918
23108151,Richardson-Hill,ever,15782824,1096529573440
37254360,Hayes-Stone,west,39314465,7528561376311
8165903,Robinson-Jones,nation,22372267,7745354557929
98448211,Walker Group,magazine,96066646,3086265670343
22988366,"Mcguire, Livingston and Sanders",give,29933883,2365381382852
92602246,"Padilla, Jones and Morrow",example,98755199,5330191545005
40058421,"Hubbard, Avery and Nixon",half,30455637,6335105392896
24221873,Davis LLC,American,62911490,1970497642174
18336762,Jones-Smith,since,59312623,5534665238160
79920096,Collins-Phillips,born,31620166,3646401265161
79444868,Freeman PLC,girl,1985111,2967925355287
75846468,Jones-Moreno,raise,73267390,9490067107393
15390526,"Wright, Robinson and Clark",notice,95965102,6169688713339
24912685,"Snyder, Adams and Fowler",family,18725995,434654053341
14943838,Reeves PLC,add,99756250,7978758603553
4984692,Sanchez LLC,brother,39844073,225308483247
72067581,Rice-Powell,new,16241141,12791506456
37519750,"Morgan, Miller and Liu",artist,22428108,2569529838713
91545915,Rocha-Cook,life,75892668,1716093850566
45554212,Frazier-Grant,success,50920575,1728985723138
62515006,Gonzalez LLC,mind,42803271,192428746825
43545231,Lyons LLC,money,99869627,8604753461077
17334203,Kim-Campbell,animal,20969235,5126461188185
2030564,"Moore, Roy and Mcbride",pattern,16834445,9578140605744
98855594,Fisher PLC,college,26296530,1456576572250
7103825,"Thomas, Walker and Evans",two,20039872,24202308480
63346019,Briggs-Brown,others,2129657,7208235112842
5036246,"Smith, Robinson and Houston",program,93771004,7799863567999
15981462,Carey-Long,cost,3579743,3098135363769
32641735,Conley-Simmons,along,94073853,7983720484839
96510038,"Williams, West and Freeman",father,26377341,7302401632308
73938967,Lopez Inc,response,29228584,6690144762681
6713661,"Walls, Leonard and Simpson",think,11061439,3598240389397
2601563,"Mendez, Wheeler and Yu",these,82281340,8060743749168
29512131,Kaiser Ltd,official,58067328,1596303018129
78075253,Taylor-Bush,whatever,24682404,1965567144652
5065444,Donovan Inc,air,7890676,4817981203657
63212791,Christensen-Hamilton,report,29020603,7629572756517
46607358,Evans Inc,some,59797912,5187989830136
84907710,Walker LLC,series,15297808,1196527553868
47559663,Kim-Lynn,boy,26932784,7357663278897
9939800,Arellano Ltd,challenge,62353171,5257363661210
13887029,"Moore, Baker and Conrad",yeah,97891734,9104285482413
16922850,Diaz-Jacobs,network,70390106,6889809081399
17131219,Blankenship Inc,town,73367599,8581231371076
85069133,Gonzales Ltd,real,2036068,4520066483479
96243690,Johnston Inc,goal,30955350,7264795566043
33848806,"Wright, Lang and Fuentes",view,70520548,9145839967265
62367137,Becker Inc,night,81299695,882992728273
97648327,Diaz Inc,step,48916635,1501432269594
26507907,"Hernandez, Gilmore and Austin",feeling,20165061,8577088838490
71467767,"Daniels, Wilson and Stanley",sit,53050791,2320091274665
86933890,"Mccullough, Berry and Mccann",crime,18429526,3027789642901
60578132,"Edwards, Knapp and Walls",a,67143097,6537805087743
66704429,Oconnor Ltd,south,58810910,6270267782206
12349251,Quinn-Frazier,make,92528509,6730555537937
22763901,Mercer Group,choice,43093106,8808172865598
70296600,Roman Inc,yet,69724391,376938798297
71716152,"Martinez, Rivera and Mitchell",else,95102135,6888026009947
56954495,Dunn and Sons,ready,47907501,9136556784216
64044009,Smith LLC,me,24876304,7269383009673
93122809,"Hobbs, Haas and Durham",different,43215045,6116080827881
92562069,Tran Inc,west,46373185,1842850445197
38644383,"Harvey, Morgan and Richmond",between,42534794,4171599871920
37412325,Grimes-Rocha,eight,4401646,3389541696562
25600424,Jacobs Ltd,week,56970832,617646056789
20066324,Lopez-Miller,voice,27596079,9125904495779
59470369,Carlson LLC,system,18752824,1041126520744
17941439,Jimenez Ltd,American,68354863,4878544133153
27909419,Hill-Pena,trip,99681465,6821112649040
24837173,"Newton, Marks and Davis",school,85462544,3247766773684
25587077,Bowman Inc,open,67028476,4886976963088
53982454,Garcia LLC,development,51219551,6861494821429
37275486,Williams LLC,behind,9583513,5326049885738
81148977,Fuentes Inc,kitchen,56593499,6690204334854
49155182,"Cummings, Medina and Potts",base,90009548,9773259280682
72131809,Cole Inc,quality,65035436,2941490134682
77780379,Smith-Navarro,common,87889080,3832751613505
31524335,Lucero-Blackwell,west,14632643,3766536803236
23603489,Arnold PLC,down,10352269,9434994494470
78989740,"Taylor, Neal and Carter",stay,10146656,752441134730
75774971,"Wheeler, Noble and Gonzalez",help,75005755,8939278867017
12037025,Graham Inc,move,82136922,150058404730
93735397,Woods Ltd,case,72416429,3282118595536
12908819,Jimenez-Mendez,maybe,26147396,5432706465941
94701254,"Lopez, Hoffman and Jones",relationship,2252644,9909774564023
5874633,Wade LLC,accept,72824213,3753770682610
3266461,Roberts Group,way,9145891,7192515468008
50310026,Williams-Patterson,report,35585081,5540240135539
36178693,"Nelson, Briggs and Baker",treat,44245211,6779337666854
7734297,Jackson-Jackson,responsibility,46755875,1169286163423
37933070,Sullivan and Sons,debate,35635430,1414189002263
10869343,"Brown, Parker and Moore",such,77337843,4549589956996
57715579,Robinson-Smith,more,57190633,7460347361244
25879643,"Morton, Gray and Lopez",there,61297778,4640308147314
35014408,Hartman PLC,meet,97722576,7413555844658
44948405,Harrison PLC,relationship,70592505,2219214608422
50863954,"Taylor, Weaver and Robinson",experience,32160342,7651662570194
10777182,"Robinson, Wagner and Patterson",argue,14513064,4450575698275
89488717,Richardson-Kelley,window,501541,9647760782363
52819011,Jennings LLC,total,53225461,3357455752729
37844786,Watson Inc,land,8045461,814708409614
87244528,Schneider LLC,movie,50208338,6747709306471
95778859,"Jackson, Wang and Washington",spring,46010714,4715409712353
9275147,Chavez Inc,treat,25305236,1790816763305
98912105,Robinson-Wolfe,sure,68665959,614203142191
61688976,Lawrence Group,Mr,52654530,1485606412217
59768072,"Huffman, Bryan and Serrano",painting,45707921,61635218225
35918976,"Carlson, Thompson and Flowers",rise,66021305,7188826555947
87599089,"Snyder, Holmes and Cook",cultural,19421405,6538765449406
17943177,Chavez Ltd,conference,24961504,2743886242978
70332959,Roberts-Wolf,me,27067201,8338737375262
88648108,"Miller, Barnett and Nelson",painting,41754942,2455999138287
98000943,"Fitzgerald, Fox and Park",need,25252599,6485985942607
6688015,Martin-Reeves,stage,79705345,2913673722342
44438842,"Gallegos, Butler and Estrada",very,90460032,6121135818831
25980011,"Jones, Potter and Delgado",prove,35500211,8767604533016
38695222,Palmer Inc,nothing,38150176,1304447979665
81769753,Robles LLC,tree,92040875,76780939692
76179071,Marks and Sons,threat,37651830,5124561741369
80337492,"Diaz, Willis and Cortez",four,74488072,1505576606910
9789717,"Harper, Smith and Johnson",surface,2689822,7719491455342
80881729,Joseph-Davis,color,35404011,2507237970811
86165097,Oconnell-Webb,federal,46179219,8963490245047
82548461,"Sherman, Martin and Jones",type,52185802,9456282250780
58515288,Ross LLC,me,62693178,9471938982097
48038027,Holt Group,both,32319548,6740397865981
10510135,Young Ltd,successful,82441357,4167238245972
43065943,Tyler-King,forget,86612917,4435440478808
92907397,Zavala-Cooper,idea,87593165,7577638115425
64027237,Guerrero LLC,agency,98750301,5843942784073
74491768,"Smith, Torres and Nguyen",nice,76990000,5826499847585
40506098,Wyatt Inc,big,13848037,3868613634638
38440014,Boyd Group,stand,79677109,2100934792272
9796809,"Aguilar, Cruz and Barron",fall,94575755,3930282216536
69104142,Garcia-Sanchez,PM,99116536,3912158585213
83090191,Miller-Garcia,tonight,1670427,9293564497656
48231411,Lester-Barnes,management,70382986,8145780373201
73637464,"Smith, Collins and Henry",defense,71462731,728018384686
22393400,Bennett-Garcia,space,29228552,5781507987503
6379698,Carlson Ltd,well,17895719,2935511603517
54781570,Silva and Sons,read,20481837,1153207089400
8717784,"Garcia, Carney and Castro",reason,78229947,7713352658410
20192560,"Costa, Rios and Avila",level,60268053,797182294786
20560448,"Flores, Reyes and Atkins",none,38853735,2791772711303
60329691,Clark Ltd,you,12956187,7714318162411
42215097,Savage Ltd,weight,484791,8249739554852
85973599,Anderson-Phillips,blood,76309005,64902932260
77753137,Obrien Inc,else,31868316,6413312802506
30412176,Smith LLC,red,99772543,3980733092054
59148500,"Jackson, Martinez and Williams",many,50031699,9911466268770
64096828,Lopez-Mcdonald,food,20981324,1868784478745
14001072,"Ferguson, Johnson and Ramsey",commercial,96825520,3962462072314
42761650,"Craig, Brown and Hernandez",fish,49190647,2199426676422
61920230,Davis-Travis,firm,9075531,5219798324966
37536920,Buck-Davies,clearly,169844,8171338191800
1060458,Salinas Ltd,woman,51864232,8182815867006
51436441,Johnson LLC,international,92658624,4235009315939
87121636,"Jones, Gutierrez and Webb",she,56749033,7278928575772
14685009,"Williams, Perez and Meyer",group,76701735,5663638902079
32821787,Adams-Taylor,election,42012524,7759012722445
48183406,Good Inc,mission,69403656,9478432468788
53846902,"Long, Brown and Cummings",your,10298010,5741939251825
46354625,King LLC,face,32197762,7271237575912
95243934,"Wang, Payne and Stevenson",policy,19809501,9344357602740
3641137,"Johnson, Horn and Powell",life,24051879,1692474445998
48770800,White-Gibbs,open,50026317,3384198199150
29362281,"Kelley, King and Proctor",trip,96012049,1662099786063
59592938,Manning-Henson,live,27802508,1485606412217
27735567,Miranda-Horn,themselves,78173726,4319832907483
67156010,Brown-Bryan,arrive,81712029,6518599354269
62063204,Garcia Ltd,name,23827753,9812813202002
17264140,Williams-Davis,low,13555693,5401348868552
41892083,Gordon-Johnson,lawyer,55254506,5978511412930
68912576,Dominguez-Castillo,popular,69376037,9542575087415
80458566,"Ryan, Baker and Rhodes",impact,28699406,4017621881936
31621990,"Jones, Hooper and Mooney",order,17158913,6592152476252
96469689,Lee-Wright,part,8142017,6690204334854
8479509,"Montgomery, Parker and Ward",social,22980014,680096263047
18178121,"Dougherty, Pace and Savage",along,88035260,7669682635393
24199188,"Ferguson, Petersen and Berger",nearly,17533404,9346506370412
93884834,Irwin Inc,according,92840608,7477934862921
53236632,Silva and Sons,anyone,33512186,2204953141537
84357488,Zuniga-Montoya,this,91727495,688355753249
73763155,"Willis, Hopkins and Wilkins",outside,6187568,2049728610320
97177989,Blair-Stanley,positive,8901526,8663942501699
49553424,"Kaufman, Barker and Diaz",course,56364211,146658043756
73468414,Hill Group,student,72809837,9069280692408
77472244,"Cruz, Williams and Liu",condition,5055251,91504089325
79153594,Torres and Sons,nothing,34640449,8124080205756
72708219,Jensen-Simmons,movie,55091704,8811385901873
57680911,Johnson PLC,process,84055649,1019564687764
38617078,"Graham, Howard and Powers",as,65122245,9243584474366
66037738,Casey-Ponce,different,4013964,6071779383053
60179373,"Reyes, Goodman and Grimes",person,77527255,3159438302462
45603360,Perez and Sons,change,50673559,9175773127322
98514379,Byrd and Sons,hundred,16913086,7623599513046
22584522,Mckinney LLC,whose,1299576,9334418878351
51724809,Obrien and Sons,music,32571583,4596336694380
46728805,Mason-Shields,design,42345872,9457946558940
9071515,Woods-Ortega,it,28869563,6746191487098
11877117,Cross-Davis,partner,38436057,7518505167895
35271601,Mcgee Inc,thing,12891414,216682367339
68995593,Grimes-Mcgee,direction,76136778,7384060487740
59358253,"Harris, Miller and Mcbride",find,93539157,4525101093717
19099159,Boyd-Johnson,head,6049427,5423941515423
15017381,Holden-Torres,left,61128512,7504223008743
45916414,Davidson Group,travel,74481258,6417554543202
89619404,"Richmond, Peterson and Stephens",response,22240258,490631603704
43492614,Warner Group,around,15580034,5815675759519
34312298,"Cantrell, Davis and Gonzalez",alone,12050773,451341775430
92945670,Nichols LLC,beat,68641300,560676484347
99271805,Dyer Group,increase,39043316,6461457617752
76743455,Cook and Sons,story,40180265,4505584678176
60762519,Sosa-Walters,every,59262379,7837593019641
40529874,Johnson-Koch,suggest,4174918,5914196626430
84295781,"Merritt, Holmes and Gomez",administration,98861627,9520129655795
64127202,"Knight, Gaines and Lucas",hit,78752640,3246575343717
92562706,Velasquez-Roberts,care,88993496,8752195933426
68407815,Fry Group,stock,80946743,1481212513233
11963993,Roberson and Sons,require,29334053,3159438302462
13289156,Mack Ltd,citizen,81245249,9293813072938
4051866,Ford-Khan,dog,59702050,5797100473840
35145860,Holt-Hernandez,benefit,37901612,4110986498016
85640763,"Walters, Davis and Horn",back,52947261,575892708965
88005057,Hunter-Smith,benefit,40350563,7914535668499
23733771,Thomas-Watts,your,52395284,8236452524836
5400476,Hill LLC,doctor,89863986,3516466990597
65063021,"Martin, Craig and Wright",conference,77258870,6094026024871
54679690,Johnson-Johnson,heavy,45374410,2317415222756
16479688,"Ford, Perkins and Garcia",mouth,15440953,954681165842
78053868,"Hunt, Brown and Gonzales",natural,38297038,8676294435042
85728299,"Miller, Allen and Solis",go,40079182,9018430119349
91080363,Sanford-Barnett,analysis,37963698,4592763852717
99024471,Long-Hernandez,during,45942497,9475686655925
60965786,Cardenas-Frazier,song,58874123,8722757460480
77578999,Vincent LLC,high,88720553,7641291885382
83600454,Herrera-Moore,western,90675480,9106158088776
88942595,"Cardenas, Holmes and Lee",state,37621854,1474764271581
89509910,"Phillips, Parsons and Banks",wait,75865168,2241577597349
11666721,Jensen-Parker,situation,25117063,5358533279745
61110028,Mitchell PLC,force,1717434,7022106445324
89119402,Carpenter-Dean,sure,47558714,7909992009017
30023392,Barnes Ltd,cold,59552247,2363994473835
29378402,"Sellers, Green and Flores",how,59753861,2530132846996
69706634,Jones Group,though,96483033,2007087676602
66245443,"Williams, Vang and Ramirez",rich,28231716,2874283863996
87548731,Cantu Group,inside,32237561,2083559915702
13751295,Manning-Dominguez,middle,23871984,1241116992228
72308000,Shannon-Serrano,ability,80871626,1561219653424
70713285,Brown Group,indeed,62834331,637096106050
212887,Lewis Ltd,street,57487397,1983135734499
84615032,Walker-Meyer,rate,45435374,8720913170525
87025945,Edwards-Vasquez,seven,20091904,4693101959921
10091324,"Mason, Washington and Trevino",wear,45328769,4776175049013
32513212,White-Ramsey,hotel,4687889,5250933706289
61619717,Hansen-Sanders,others,16095652,7367154855115
39433050,Lawson-Hernandez,remember,96052009,3782821196381
22622945,Cook-Sandoval,continue,96443043,6748886734699
82481173,Andersen-Williams,training,75155228,7526527306669
88489860,Rogers-Mckee,week,42390515,349210459679
24852423,Hensley-Cox,beautiful,20342334,3598240389397
58387221,"Rose, Aguilar and Parsons",two,17444311,9418245070606
61722165,Hester Inc,remember,842981,3163073911874
53538431,Jones and Sons,the,50916641,8186133224193
85340800,"Malone, Lee and Stephens",perform,80018181,4394182146983
7179636,Contreras-Hill,sister,47650534,779109868074
63952103,Oliver-Spence,east,19980019,4411416949324
87231019,Moore-Harper,dream,69116853,5383828892910
23118359,Duran LLC,cultural,97200738,5992259154992
85242750,"Kirk, Baker and Warren",form,78353420,345596420415
70340514,Barrett-Wagner,pay,89356358,1226834020998
28829658,Cooper-Moody,walk,37089214,2489385526305
51271643,"Arnold, Garrison and Sanchez",one,48606522,1087740782524
59549518,Gonzalez-Mason,information,25417230,7396811112561
90769223,"Oconnor, Graham and Perez",character,16848214,1154164008383
51679231,"Robles, Nunez and Galloway",price,46759424,3769224627104
88022442,"Jones, Berry and Griffin",candidate,41498863,9074672014581
80157678,"Hutchinson, Lee and Swanson",may,32146845,9713296310885
21660068,Weaver Ltd,player,79757289,4215886736739
95238221,"Gomez, Stafford and Jackson",series,54455080,168906960248
13947091,"Nielsen, Atkinson and Lindsey",dark,49597646,2259980886163
28640746,Adams-Lee,conference,28157101,5691217175015
32658724,Michael LLC,walk,8327398,3001397734310
74585508,Sanchez PLC,course,51289734,3523393121592
25898247,Davis-Jones,age,56661342,6763367246945
26347117,Williams and Sons,everybody,56300174,6951435366205
35228509,"Lopez, Rodgers and Miller",morning,20342462,1581964285480
88433578,West-Moss,away,3943950,9334418878351
56191686,Anderson-Wu,admit,3573949,7964803043875
25724360,Hamilton Group,choose,45493082,4146921618843
53483062,Robinson PLC,investment,20856368,7763843679600
88944957,Kline LLC,true,22420785,1597525126177
12136764,Anderson and Sons,long,2234375,5473835243275
16109618,"Baker, Farrell and Lyons",view,74022547,8219957608868
79859642,"Mcconnell, Guerra and Waller",rate,1408528,3118373910605
58857602,"Flynn, Brown and Jennings",our,92110936,4425411587011
4147168,Ferguson-Pitts,fine,59009456,6847261810326
29890237,"Hill, Owens and Byrd",job,89302815,2220820802717
38400128,"Barnes, Hernandez and Gill",early,39377221,2438172502693
80725248,Lowe Inc,election,64299373,8172628564829
