nro_obra,nro_documento
44526544,13227971
7103396,430230236
85219809,537471761
16340038,708367271
6390345,116816020
10832950,718903054
94912558,527447784
12944054,317016506
57870680,428363822
20453549,100624371
94777164,160793105
47683772,473561556
69593819,454386665
96867334,676313630
11589336,872710821
31415579,457227855
65580539,170158692
73787733,95294355
93416300,771903225
16185967,659781371
40733199,60583680
42530606,988013410
35664714,376043306
96334837,319377953
10259752,348847435
40868035,865384737
59710653,134912473
8487111,968342165
90399850,685823471
22161818,721781621
84019022,217285653
75852338,808043679
89867583,607269722
85192829,335961531
40108395,776242028
80122048,812163095
77579660,208296103
57804461,922770999
47922851,58754265
87768505,460246871
43573604,673320891
71319376,469089334
99196875,704598429
39730809,394277869
18215745,701847262
59693930,800293812
13877474,303377480
8142719,166836375
80304845,303990103
67727468,330193415
41386172,603430683
30803991,167504774
88904384,735682330
83010132,694698581
58058345,326665420
39809394,362912123
80739826,820259998
67266030,749248151
44123830,308402737
6735573,716451997
55242501,954980293
38178712,694387591
55653907,987725041
43098308,858276103
51915184,425500041
9329270,449133279
50397617,188772612
54180325,205927115
6572035,933370408
70098296,183883796
35106131,325011554
46103952,685823471
24510997,162161931
73633868,447507550
76546523,924185440
27933027,521384947
85924740,882680723
32854465,760851347
79221174,562361513
61688948,53686406
37583126,715374738
46373225,78463353
82940055,668511864
20425199,259551509
9238568,164219301
69165974,139078589
71579977,964670929
38747198,182317498
86562397,31253294
32085225,427641216
3265700,924858554
57828971,733770216
71499574,990062593
3268992,76174240
48036459,673506434
62721844,56210176
35680977,124383023
94491718,121433923
92286534,139305545
32071299,180677143
97942590,81463944
82823439,838102930
44997166,162372126
16388072,141957500
4696754,53029895
43346759,66147579
75528329,470963758
63374484,753534353
92966517,734096270
98579849,26494409
96111459,138931548
7485615,441309646
42387436,132370440
62790075,345086681
39828800,408461456
2008125,304815370
41336459,858958844
96006783,382935194
33039685,909301731
91962817,700242742
2711969,695802532
11122145,204536439
97012909,777905244
13443000,584825008
20712568,242874900
62362669,757308650
75564085,470603294
60208263,501259538
14853246,681031475
97400463,40190825
93184759,565713951
77052008,634940466
68231983,795098563
11466357,221643367
91004747,608223854
36277431,130862457
57241488,460303512
49181629,410317286
42637382,388397964
55973330,233652885
49179939,761065754
60027214,50138726
17354087,974590786
24734590,132323179
49937322,860154008
68344463,46065502
99721936,62871673
85642245,95294355
10782601,991448383
67970784,945875994
91759624,206014464
24939666,682348426
21738359,783232528
98572812,861913887
84250732,334946775
38324449,264605212
53609460,634005900
40966444,957051962
31090268,805862179
62849559,968786199
13121081,473002350
3391325,187372601
42772740,948009300
65913332,679337642
65584270,13924307
42288537,924715698
14703787,316392802
69465854,349421187
97092200,939812843
7981849,486770902
91632950,462793039
95306673,396356661
35610979,622121926
74509861,614722657
16810338,510742408
84019022,874629449
53975437,293020942
95778541,360935158
26135827,833950866
89676434,74986782
61759591,381669671
54329053,942190998
34724691,247553776
82660196,407233883
23673505,525166234
80912999,896243163
9128933,42361729
17452045,128528915
48699820,182381480
73433838,285901587
24666435,868356505
81967312,204676318
92384990,274170516
5582528,827029577
57038923,405143367
53393451,496307272
84270752,497761746
79187987,682083873
34173416,656425760
48544493,641118530
29573304,995482615
62637368,896046032
48891728,971552566
70147608,59926733
96510038,755879203
14196568,326688572
68641390,932672131
6671818,536035284
53956604,788930857
43360605,816938134
94026590,528356579
5378067,981768803
70313256,889348347
16779646,189827670
72515331,315365205
99961984,284033336
33777881,478799442
29512131,440825546
10592508,724635501
251828,94872993
46389149,32551919
3266461,120213847
35965534,473450673
24046178,727399226
87008694,146111231
64359888,573057506
58524443,467152598
47434696,203270500
90853009,564224728
44114755,219705948
76413489,259810269
30389421,193476953
79907070,797518045
40418450,536428471
20729363,974595445
652388,948414572
50821546,707974045
64610290,268587490
92804408,163699847
48370185,90192524
22587099,200621762
12818958,250571870
59389296,304335540
67008718,897949586
85728805,579089950
46914693,208176927
19338622,625905331
83064819,747762301
32988166,713163342
57461100,404372378
75697628,937477733
57268236,525132751
54790362,987455223
85483080,344484766
99484563,911698685
98912105,730718690
98799598,422893255
45373846,269561851
42866401,565153460
44627187,285768740
35039222,698529395
10923145,862474311
75711230,349337500
914366,86738519
63424401,777085699
17202574,341223500
53695707,468457364
13993253,869336661
45523763,391734792
58825931,53423027
35953616,842043822
54274758,178279230
86063089,84350276
8865820,625862753
27864015,514340384
944085,340551798
77054114,64191908
76428343,890232820
88286631,490760609
35396648,900749191
11864615,962325119
43451407,468404423
91480985,642967803
34831993,160891774
71208777,300112180
67379699,830655839
25575422,486760232
32051128,884671134
20767583,798235365
62071007,683912836
9728620,398096715
42766929,694683325
22988366,479182096
83522807,503579462
50877956,343943346
57719785,486450816
75339827,901062858
3003832,357676668
29615655,818513571
76708294,940474588
97192787,842400962
57038903,497229160
68659988,646372042
89257281,131023759
10893892,209166568
19548512,844343871
69754813,381056705
49225063,623286439
82680399,196104687
29582151,970240085
55144518,833594329
2389965,969992624
80524623,462705268
6050767,606274275
86728211,58759910
64507849,531509995
35060737,33252821
28943465,684723112
16013957,853452333
13887029,305362868
39201716,350963498
41831925,797187207
18460604,210309338
68659988,581715517
80248036,497084710
99579998,701847262
16574234,43688638
17705503,508288811
60620194,334326899
28556449,60250449
50014972,974611308
12018978,340380598
50562757,853960299
79923056,268873299
26925147,692994970
94265377,797634093
88944957,433323684
23275849,517170697
72810658,449430960
94857842,483634634
51337560,955444217
22184242,147194836
4926628,788569860
20071317,293862952
54639212,324355176
4374691,11690952
12116393,302434729
44442317,150394129
263145,200520403
63904480,167821937
37725969,364728177
78676759,941233282
17230782,265428237
46293081,486218163
14658392,186084872
37219614,287576443
37978900,337210176
27243826,228883463
28998201,482413072
72981100,190560781
35979715,641574628
58043232,29073543
98695651,817317596
49030624,768799751
9679965,941233282
94676656,661652049
69362195,253374830
20175906,41829191
73987823,760208575
35552625,641589105
11961562,643425527
86779953,851789247
48681759,886296984
77798647,530811024
70140115,541661862
14979286,88914942
10704974,198593400
5896000,147194836
90929939,883525175
7644803,933683825
14755324,340477499
96437368,46007710
60741879,189728461
59757122,734575805
69507978,648955686
98345849,568549299
98865963,872303642
52903103,97586301
41134373,368013201
10493304,989643721
27118353,145206467
93892628,447450204
46068976,608127782
23079628,828116072
61799113,817238386
3285821,816135657
29256611,351124582
99380131,44591407
95378231,930125959
39792620,360085215
29927108,924987543
16605904,722868974
76838192,177073705
34080048,19242238
75554401,335961531
20553958,374289783
82601739,707663813
9714007,600629892
88994027,388794795
35815920,65715836
3208131,414004001
62687223,752200966
73880939,876100281
28307208,559232318
52236876,752179371
91579016,981532438
7511137,651188182
84722570,769927435
38788779,613897634
6386257,880348942
16103711,403540696
40539411,334805396
84758145,496882970
7879984,374014116
94751940,147155229
82875258,229049794
3222227,571592286
22119497,947501385
97111639,337081734
92060931,304674295
7967848,876687702
31921294,958540785
68081971,85132701
4258561,740676105
56149849,409981725
99017547,452260108
82012836,201158773
49048436,891529055
29613897,211681892
77110422,658819621
64527580,779890485
28556865,976812951
20888881,124695875
75451420,983278236
43573604,722017389
91569460,57866007
52185224,484595933
47869861,502894343
51010339,983172572
66493091,502666737
21056345,511241497
96867334,129512635
11155175,170634170
80216845,144645929
14171384,16399612
68231983,643783635
13924759,919795271
78270397,32275223
74274099,774086304
45518137,220374644
56311989,809741745
11265241,103354601
23578379,646839109
68995593,941771024
7082862,675294411
92025312,992035826
97094640,673735361
92480171,286133102
10006241,57486984
78334624,57132407
26790317,762986998
52191398,798812322
75017641,250988132
66932712,669502217
32271029,788187980
55963437,242025202
37274671,177659475
71793943,550265668
52101894,844636578
27752520,287823953
8167224,43688638
88941183,565153460
39126992,325292974
94074955,888939399
66241779,564175503
58265458,499449166
12173042,660987341
38354399,44657155
84031368,657008489
2872985,695153192
8167224,825202004
94812025,978263273
27665539,863238746
7770553,399503422
69969843,727444422
80921229,345392932
69690121,474499604
16739270,449133279
73525140,961167045
40858377,574638377
88918821,234045366
5532100,140641942
75376424,980900000
42106741,631804445
33664566,926034800
74449911,240594153
56413704,880907051
20919034,999207919
39724608,473450673
197851,419100979
65106952,23253642
24662421,817323366
4729527,557499295
38793231,222235087
14672837,824743910
56835199,907224133
37168036,71330840
20769433,302050595
80627120,736005997
1345395,571937005
42521771,78403111
81883618,903059154
44123830,953071187
19368979,850564399
2193971,590880209
57131648,483630715
58539941,869581474
32237407,237940863
28981578,712499784
30420364,850405843
10080987,381816723
59897298,811090023
28825888,842194961
71141125,46587530
40176045,281327150
83555561,270052114
79533907,821011058
83063502,516064830
98855594,174013100
56404535,505820589
11032894,867920478
49284312,14708863
66525464,182640317
70285553,78222714
48243321,594334103
67645241,863514171
18774523,783520211
21065231,759541853
18282260,317091001
46319837,556957688
81202321,385790217
77708829,973929072
74933017,184695116
99540441,367454350
31152059,82562869
32238518,94801315
63191654,376343735
24708482,965927831
2578725,249240883
62871609,277950126
94157238,137620516
34322616,430538257
36357924,30617318
64568447,89443734
61303313,411921802
61971649,16134090
2554665,304668593
51904645,130181442
29293772,356207713
86259794,35105869
4807673,731792529
82657546,200520403
75633147,283483991
66893193,344361762
20769433,25683716
52460377,805264263
92506618,190345938
16844702,280191673
79533907,436202031
32975428,536961556
23379540,748560062
98291460,286721907
88493003,522010839
57321833,689729211
53766894,641646196
7734297,915394836
15313142,727399226
84472690,219545979
59602275,303443868
48315255,997408791
72345337,640329457
99114521,659225820
17168552,582597344
41136720,274170516
21833317,25151000
95241747,286289248
23834312,598985666
92715070,112817254
8068151,658064685
60761978,57265489
62452020,903664399
20587638,88058528
52100500,144609849
47562987,496481647
74898606,450893217
33178480,383385373
81275179,607370628
7704905,730525204
57531189,694228929
76178928,423353703
10434185,329811039
39817670,632759796
50049882,410317286
84931433,656701894
771296,268587490
71496493,623934853
5556390,688909121
5112869,838739746
79216286,836882406
43924915,60683258
48998407,800791031
62592985,963071612
56305709,298459203
16933614,98508891
25142616,698271776
12846117,687483183
27016903,468480540
17447936,607081930
59675465,331968232
37872457,316653191
60920206,636717415
13423990,105123643
89119402,394450894
54517520,279741059
7998022,38786497
4902649,299019648
3992598,631575625
52823381,853215768
70188361,999668406
59901731,385278973
90143010,187367268
18321752,903140858
34630463,490624342
86455776,360888328
44331989,588037825
212887,751405342
19770826,549373005
92935009,288862815
82744892,934995474
43081901,813513599
46675621,838721755
90302491,652466272
42980129,615420252
59910312,40868996
52667561,654216543
14877037,132588600
93802688,105888730
64210480,263349927
99391507,35375908
71845715,453034299
83267448,641954233
21539726,730154676
31808764,409991449
31609326,866529616
37312566,130611547
58321507,973461691
74888462,754389371
28794686,220507497
20863428,847550339
97553695,797097962
8750548,261185744
63148760,700041342
77302862,363227084
98740458,730525204
73708024,891775518
55384019,853723886
60879418,681915484
78843985,29909469
14467122,990394440
88807377,884124315
43830234,514061112
20702487,944771974
2203972,103651058
8960549,259845316
7288165,102182539
76410960,448857531
1133361,752933797
24235527,231851329
27414399,212500552
49562253,887328118
27060311,191104172
6461438,23289878
39147704,417792057
96729077,284317152
82105421,856402064
49201590,544217035
43790171,337694089
72847366,793856104
39598568,710269016
2860648,212959955
80938112,890333847
2109724,632555360
88645351,606780576
89125319,869055356
20848792,690509855
6104969,572272157
48425325,865312012
35066919,255612576
60477808,962899243
10309229,669790958
49973401,161780769
43922128,962176913
59263476,663309493
61248066,419641420
21936104,316275689
44511378,811062836
70639161,702803040
20127063,795491152
70395034,232753629
62233518,521384947
50886441,98357820
22253483,456651211
16695189,887212138
46765682,373969984
15573035,464416965
52912597,705841754
80631211,858516353
51679231,981130297
41306268,373115654
88868621,556290139
85924740,42344194
39953738,810614022
96101172,225094448
25271923,348042366
76324744,491197037
94912558,592245024
86270782,986424887
98494584,461500109
53825103,666384326
54971102,588024732
62592985,300420101
97853950,145262931
23583607,944509912
99717732,183179860
27909419,591955231
14558595,245621839
43903373,420267492
18329613,62578143
20945092,188777335
22802653,320279372
57969140,411257225
29661392,930265355
22478416,283969060
28998201,346041425
41536116,623934853
44707198,671467072
62032584,563455154
6713661,984685402
21662589,308995855
67083196,187910030
12537293,607108813
59897298,85888632
16825629,418146560
48382274,868126910
82026204,58392550
44215640,544690752
62998357,888939399
77809220,83996928
49403988,539629243
37690328,243101798
3854091,100624371
62012028,969897390
57984279,318143767
61544989,973337444
76406302,994721123
38237638,761952240
86723654,11832123
53791698,119761231
74705165,594300001
81797637,727444422
83679444,912011345
13886973,928610344
75421426,38209081
52130017,947699476
31646639,741391861
95694802,961276814
49081838,961084646
62362669,230251309
19967290,380314163
11669786,124850591
35814033,504829031
45368250,357303728
1160652,775899131
83289927,972570156
96346868,433239215
96771490,817237080
96650721,547227480
96422929,936390651
34406551,196932988
54060888,918316913
97377477,351505145
57811332,250513346
59170360,885072771
21126560,764341231
91363785,741721154
57795103,748225404
55744394,182599945
24558819,307923184
82402193,342348887
44678887,262871054
96619651,870144935
90427446,814443496
44131420,804531163
4387356,82383909
51527189,370713421
28721085,804080745
51034713,72525829
34439843,501536555
70199203,256726786
45202152,34258285
60844369,520458699
93272674,537953322
44791017,825680010
16483958,995819655
65281668,343256313
61220673,334471743
39240539,793889935
41805412,261242078
21805130,762770201
58315765,909794568
1308252,331313956
64630174,398573165
64008669,807271898
68111255,546931274
61934431,708959789
15313142,364245289
6205404,335636341
63688346,115951438
85429824,918316913
85792181,467402578
87146776,17999280
56089686,989519672
1747977,673314577
55182455,809980393
38063799,61959763
34800545,578351563
55914803,477990712
39241310,796981707
19592056,832453368
66644526,892827150
86081448,489076737
62950595,166079517
31769569,760574268
24266742,173215534
99951623,530781337
68349715,824677983
78824177,716534223
96292250,846461155
19302344,438909230
72640548,545640346
68448619,563584037
14901534,688985032
67533127,229242597
99873884,901373917
67304347,532413602
91203976,486760232
65580539,873439138
61570988,665016081
10309229,530034677
12860521,839637102
13313577,150078372
18023143,213804886
16242267,791318549
77396963,207064343
10172589,824189993
88951996,559596710
23107411,992504141
66880382,802720023
90952012,531813253
2470314,69457378
30907155,354708837
90776515,88765373
45626296,237549194
98180154,54359914
30681534,158511059
58556774,247170857
95209048,535972256
26030276,196932988
26789536,766679102
76971190,870342393
59343520,892915414
77588599,423353703
57143165,674089114
65843616,266484735
9572497,828786474
96306308,650196899
26427423,943378645
12438441,362611026
15503070,498100942
53175594,676630973
91311060,403617827
54236419,395236985
56572685,196602102
84044978,366012489
5942488,362493956
94993790,496431586
82742597,406201132
14614499,444183620
77373515,987693511
603346,832622960
2643715,168926705
95196871,366003295
47139039,522428407
35419406,844245991
46219657,926775806
60269823,748560062
36261926,170315852
51764296,574593169
87217214,730824323
49147959,136688651
96151908,697038421
5815912,768924191
96803159,809467496
56950073,552493035
13549528,427181676
41354284,823567478
49446462,321066009
78977831,119903534
65550807,607051815
12687455,340511039
58387221,882448675
27624503,697825294
96763169,489760006
10975604,102976190
86880624,154003495
39383769,613711258
65320636,895354255
92262336,925672726
95960541,716285400
14743576,636436018
91276278,721285380
73159169,952708414
68470640,180204068
81471805,203602775
69527912,599857942
41908967,309314900
89212617,573098503
10216982,119796389
72895583,521129619
39383769,270832173
78647746,685611295
34278680,140319619
19381447,850591954
87774420,906094446
20031167,606274275
39120126,124873963
71634180,871816428
81075082,819590619
3765437,416136097
1772304,376373776
32144548,556245595
13667702,199767730
99174436,851137851
56222861,479645424
79487159,427366516
15786750,648634048
38733309,551782744
61881359,714362362
84177228,328615607
61488893,596515890
97628635,898830582
26174668,214004906
24097398,391376587
31745879,375733534
81990181,823294380
56592937,677685455
15390526,342913520
12155938,445056239
92394915,960948139
23707039,442951619
6507312,377543264
79795944,144645929
10208635,373868712
88374203,536961556
68907105,325967189
84514141,836580427
52179956,331313956
15503070,123945437
11132597,710093301
65730086,812163095
44151396,417526544
98886020,976697677
51538946,342499345
3389,510742408
4623024,674195234
88766968,313903796
37622084,72170489
67387495,701240169
57478154,327586832
61125814,747164169
77648991,730797453
78399246,385802216
98952649,810451590
15020041,82215399
5529634,457657476
41057447,277049005
41020014,425459258
84395632,232632877
36553103,677115147
68771202,974611308
25724360,900326907
70755183,885181061
97521957,613896280
92933228,81518659
53397931,133187366
70534371,393237997
98720646,530703267
94985379,493929521
73387995,542427187
81170979,668119953
45842486,87402482
74524205,530123355
73104481,211817202
89901454,400331813
48672060,793561390
28314677,200869035
87908500,865779979
79792229,761001116
63337369,312429108
52478816,356960342
86525343,348746239
76271790,877873475
34344067,519282830
11556771,471578386
14921750,788567719
2335264,330387714
53201184,773502787
78847364,760386678
22342632,19684060
55513293,735682330
27003161,427412008
65825649,984043555
33692718,880907051
20475752,746950124
8487111,314010755
95105576,823663894
5103339,337204608
42589962,55653753
6173997,998919035
73923711,422860940
85265102,833775317
45067032,998709802
85289102,942284823
7877713,754132676
15753036,631074117
80441377,174558371
66597035,974331730
30878643,45931861
62998357,336000750
58315765,656248956
55293146,895413966
39465988,622747548
96805565,406377723
58004911,122137951
57170262,167979972
76226293,148819147
58989175,277566994
39844571,974557082
47060215,618202725
30587399,745970560
55976585,917799861
15507984,118556826
78989740,672559463
37901851,681433686
94313644,463487310
31170556,90980082
17609011,946081512
97111639,902529746
91632950,783902679
1285618,514649726
76022809,504575068
74133304,987167358
60027214,462564018
9121199,210309338
30708631,591029589
39782605,524037983
95040679,260942827
9761361,818285564
51436441,886936216
45260111,311110190
75794610,795867334
29188869,103351907
9955596,378834055
83992930,900097683
95899072,15195918
23595150,865934077
88218147,366213163
65122952,633144430
55157174,376543401
55507925,811097054
12344046,556616791
60031704,245770184
92251829,129671238
16808696,408480297
92686778,435203498
32271029,677227965
28867939,267522354
69257915,462489000
93073363,519475321
30896310,846310672
75186092,746084206
57170262,360911715
65498280,861913887
17853371,743834069
80049472,618668433
82694124,74280036
17682002,221606414
66699668,666537582
53505894,399100702
74814199,267293364
40169592,933957948
59609230,182381480
42321135,650541600
65151859,327965227
98459763,125462664
5964162,870284176
61410438,724254894
30790552,184151416
57593489,78541140
89357015,501451915
61218325,218364603
75915176,32422730
37484423,896795254
24269125,786295634
44328144,285711555
69883344,112084130
32971534,408731414
1488002,808814821
3916397,916301811
88704622,768074499
27189587,743876927
26256183,706402992
22838406,289536128
24982759,892855408
94059298,649307533
80498442,816150247
45358311,720695673
10401089,411743934
3348363,304335540
384249,276195175
31432127,401380853
39569521,575283670
75110925,317756575
37405219,466982658
80153031,195774725
2872985,306098709
59084280,927782182
83616312,474799644
42158888,849760875
25305438,269827438
82650347,434382654
82937699,270596600
79863239,913229959
59263476,82383909
13650775,711425040
43936936,521661507
23688918,594295336
46658909,968827536
40506098,708951060
78600917,452945521
20938125,243583523
22736940,679615482
12171017,744784351
33712792,78473418
47737798,555560897
85433607,706224434
62233518,614085324
87601691,498248218
63661247,813109001
9679965,204910270
71363609,893289825
13520288,533550640
78125633,511859249
95317864,713796142
56871928,321095018
98402753,715861079
64379106,60926399
60087647,613336158
96253274,616756674
3232745,919714844
68590597,516329610
86133964,783120025
24666435,847598732
37343401,237294693
38347862,255445987
62071007,511241497
64530314,645865284
8341808,426144396
93398227,868136799
74115793,798308909
25663714,828158931
81149023,900261865
39097284,442056742
35680977,557723341
191606,872686133
89441311,846077864
34743492,973567940
67231993,937127104
25360174,632772260
73969688,786266947
67619281,430777985
44660181,160793105
89509429,917799861
52551274,401974120
36383176,675071043
52086358,867044516
49516884,917586754
3789592,294170220
73086034,18554585
91999862,651320070
80666373,346154163
1657550,212800014
48607557,671533864
16378914,269718755
13496371,874445708
50374554,581021205
58025808,558733335
54063967,26505817
76127104,419083330
60324310,877467734
26898784,437680919
165457,64008889
86074312,445227840
69991063,572793188
62033162,754189730
63340790,375302464
38165970,537242036
69508898,964668664
71531616,560417996
48121685,973491026
22083231,621450232
30306678,118643451
96437368,916345793
23473633,989323623
2369642,647647062
74066290,673597521
76609790,887976341
92189705,588137957
54513839,949108316
73886107,327965227
32210171,404372378
6967273,226273396
89659137,280787789
865863,179144580
89774044,374261197
61110028,568482668
63828325,103687816
82404333,817360170
68847425,746135859
67627764,487642686
61722165,293114479
71602110,857032221
70199203,951504763
27953068,578541899
50424341,948896580
72466813,974839211
6630972,352888594
16013559,461505911
84442399,656645372
80132963,915350595
4857181,34638718
96024408,947412425
17215610,919672845
77664960,62428607
98664544,744665796
87911007,480805638
11481785,50463884
38832818,274981801
85368716,748225404
36605930,834416612
7716943,240266510
23118359,997119029
82650347,56484973
6322156,93592737
75275585,207061920
60407336,330844570
79839787,53130073
14255519,492843732
4993773,829717292
21534016,742205800
81831467,535109142
44440672,855981856
40404206,210826050
97177989,84325286
6160111,338794783
84332389,491172172
97550439,243719569
37182008,695951212
18194049,231691209
33593896,835936484
88242228,16805169
89027086,681910297
1467135,315840377
35051709,641994162
22928868,613903987
87705233,335420106
3789592,286462738
96520530,208037930
52313091,712753567
25724360,380464299
81376739,468194306
92233834,71006929
68814950,796365409
20428332,58501739
29863212,326665420
78556920,605242449
44713919,554047640
77378843,854969884
11466357,689281174
19008116,445133887
22067122,721464202
60658241,182235310
24262427,923231818
49133513,347174822
64857605,547780581
89876615,207345524
14533014,62536055
32622107,54153869
40680361,11749611
76182635,856878807
9424681,180093198
75296334,578938403
29883900,759752674
39220197,147029860
36182907,172446856
47649280,970799929
43900784,510742408
47463695,681636610
93186884,789563473
79648483,943598768
17325303,848527364
22176710,761429757
7418245,523432085
2471536,961988975
41438907,412810135
92374030,891619022
77042671,980964515
90237331,180048254
8280166,492429983
49195159,105452882
33446888,105728879
92443654,913897701
64241144,36450719
56464570,924830520
20485996,905329622
31297658,577947477
93941986,643063704
49385585,164042386
37269644,842660509
7816962,826517685
99140018,271514937
46059571,701010134
48193661,715587606
57725604,353657085
36158935,240603944
3937543,733530636
86984836,895601823
3303518,428084871
59531894,546003185
50014972,172155268
92317646,352835872
75994762,391646464
69728062,351281902
43390474,856426664
3672242,158245299
64852588,522827441
77001964,920711813
35552625,442723275
54853554,732758797
6482241,376837675
24117547,148773626
2819824,155769735
35676815,105558213
4507529,106990602
9273405,776230548
25266017,584901586
77425107,782578717
17099817,823315018
5756621,741883900
9401935,84745649
11795382,330984647
40751103,774461542
97731530,358643747
96873051,657849850
56835199,617091489
32828911,761752440
93190062,626998699
60704700,51422922
77281770,834611981
32369648,346306483
73571841,64206447
1428154,837015760
251828,295699301
39641284,913293880
76177684,100652998
78198867,645418816
67058734,539766792
92366124,740680909
34439843,774424894
18791856,749314607
34505464,649311717
91410486,698986019
22563615,629625513
22119497,597993940
92247809,224096089
9580721,28364412
23980068,382731393
70127743,435014546
66701197,239127855
87041216,768499324
15248650,327586832
17358513,34885786
16559061,522464386
93771231,759868235
21733123,53841677
31808764,98285867
11407796,594425974
59592872,911518705
83188459,55351292
42245996,998522372
33902460,550146669
69423391,235334252
24564675,380631313
3708609,933475330
66970235,929407524
27998831,547328666
45570345,775273070
496091,650754330
50290707,15900364
251828,801848234
21201453,641941027
6081402,218973504
24044037,272350782
86764347,629813781
4826038,600894076
67393759,673407570
6327623,110474970
41474000,879949091
16109618,229091804
39201716,598985666
97555448,490165233
40670054,379080156
80438916,777899504
32144548,912826124
36842180,493441665
71929835,280623014
90220340,534449994
8875726,713583157
44585708,81574734
71345384,825596292
99568630,419321783
70151669,811097054
4515413,159704088
30877845,124275625
9828990,719651602
25884804,793678372
14404470,977187839
20391308,616425407
62725429,711792246
2823867,760386678
66108832,335625810
29363932,22983072
87217214,683948662
71676022,479548898
64945549,772590731
87631373,518887238
46389149,150717014
7253007,419641420
68948725,994721123
40230933,516320357
26655676,176666735
54147747,909839599
89737869,553374030
29005378,875459903
98887156,618202725
16506460,19471004
81408790,158332804
32975428,599414876
59309452,725906147
19831220,883190393
5166693,252871640
34855126,433216891
18568375,121330661
28573439,370234329
52551624,697933146
62998357,273777484
8435706,292360265
37701277,473002350
29012921,88819164
14570285,597963294
11545247,600196675
88472991,858220344
7142516,210052621
68954380,520343527
85435452,996720040
41556636,750075845
74397188,311259139
82791581,445133887
12720433,749773122
64991325,566709749
2054292,690161437
79262659,897472742
58959732,29462076
34132708,308436426
69563755,979466179
34247016,701847262
59531894,317201107
28024,72219103
97294492,142716852
15558653,546141423
55182455,394673850
22478754,616873557
59397808,508876786
33208769,760475137
9088632,826517685
57901918,304193644
7733112,589617363
29893807,581662500
94814369,276401786
69859276,925672726
96291064,548565683
31573178,204910270
56585690,572962892
88335650,195092725
24877904,289070807
96451877,173701128
54143442,28239984
77054114,54683895
32208259,330933352
59022669,363390758
43347742,196102184
12846117,519000059
88114238,640206634
7600662,849831166
16574234,633807868
13292275,691465914
4568185,336138159
96049306,837895784
97835945,653530056
12062223,847340061
87324180,263363162
80945770,556938831
45305916,743853328
21828669,550707145
58907142,220355962
20278035,318090651
80627120,494994848
48256907,865758804
53507137,268288045
31288251,742339500
91311060,531791324
47990289,177187374
99721936,824298742
39743200,350048846
10190162,942172907
65868826,822157658
94814369,284976870
94885006,422074316
38337502,974590786
20906132,102018101
63206808,464310640
52048157,903752207
6425178,451275711
98022828,747108152
72131809,467765306
12010582,583665798
46873313,823864374
95670841,375199354
95523442,786266947
44249026,763292243
55282918,706458274
56324353,615468954
88194992,461318216
57306237,653621126
34139942,532855794
48999251,733435591
17453975,850953860
57706507,340380598
67411158,696034220
84399228,46727413
18480776,312882383
1661184,980964515
2203972,630057718
53986867,132370440
50374554,786293618
14835641,762582853
39231679,295643583
42323493,406561707
45869367,131709346
8010606,766502217
45774306,704492820
67645230,73426552
68930098,323921195
42974472,237559084
95899072,234935577
93383884,213804886
96728217,661560719
99793991,687047931
12438441,943969965
97838689,292627168
95250427,620365562
60266222,608342582
23266296,856884154
19229104,420073411
62318250,473043667
46651547,730546231
8982579,559269364
79097291,621385756
95129082,198672273
25996273,571788536
1747977,926496224
43125063,702240250
85030904,32128475
85884228,955333350
69750037,71885196
27394906,103543141
31023292,696608318
78127986,18289515
90833252,629465193
6441623,557766762
58321803,394897427
54755341,57866007
69996072,148678634
85865587,676625385
29546248,829791549
43977659,455892046
27633809,867110585
48383496,483308163
41831925,202564281
58856523,331766405
72319212,674560806
66234972,438141326
35082608,573473888
78706784,997119029
20559487,949345390
94989416,670090096
86628529,751659440
15607887,417390654
72037421,555460779
22586212,722797417
65892755,36553902
56902503,555260134
14402716,613647611
10451941,590604168
82823439,827547154
41438320,236096896
98143890,59123635
87294757,116580503
88411938,871108697
86528519,128355943
85486001,857225176
60262989,124894613
73441262,45931861
36064734,334326899
6713661,242331732
51039810,523041682
66740323,740021439
86618727,96111640
59175670,184482508
7391091,560995406
5873549,73411533
74414613,119397163
55153946,212301474
58309161,570608458
98844264,933997523
31147402,24224438
78014463,382247102
59173247,388503052
78841267,210963663
18672142,595398501
22930365,320117941
29442883,676596455
84177228,728495503
39486478,38782567
73815196,671899505
29959710,585057093
69141599,145206467
60702824,743530210
28408230,710269016
18694833,277885862
56674813,912157526
56715699,493882005
15609174,148125744
61479259,612343351
99916991,454648974
14929480,581213479
19601159,183359105
90932282,270578462
20644422,938574338
16554290,339402519
28786128,380118043
5694719,701955220
1421549,840811521
95362081,725682252
14094698,641273258
29387482,161487092
79579127,86284095
51128344,844063733
71683250,594914785
64348959,825092062
55333883,665825399
71288494,275217004
78379288,270992166
86119209,458188011
95321938,154372008
88424559,495154185
1700503,478774896
76850035,995844930
99889971,699167017
86772678,831582032
30325313,322832858
88024794,636766508
84515111,413358967
50883338,965385220
45340286,494107071
73476216,201811522
9714007,594334103
18632067,642685355
59561762,22936327
40840389,896046032
81714229,487800671
57029985,773185664
94311007,941949552
11545247,431980389
70903723,284960064
32733837,781385829
6507312,344620007
29959710,95346031
31573178,212301474
67266030,608223854
79919849,383636995
92384990,112817254
40169592,235649804
15507984,740318997
54588803,560036047
75816000,874778181
51504789,746903572
97228035,702409529
27667644,874275545
25561549,881901905
